,State,Year,Quarter,District_pincode,Transaction_count,Transaction_amount
495,Andhra Pradesh,2024,1,520010,13437224,22023579078
496,Andhra Pradesh,2024,1,516001,13395301,25036328694
497,Andhra Pradesh,2024,1,520007,11732309,19602587978
498,Andhra Pradesh,2024,1,520011,11686035,18051723195
499,Andhra Pradesh,2024,1,530026,11146646,17184045480
500,Arunachal Pradesh,2018,1,791110,4253,8605128
501,Arunachal Pradesh,2018,1,791111,4207,9841039
502,Arunachal Pradesh,2018,1,791102,3286,5671981
503,Arunachal Pradesh,2018,1,790116,2704,4457039
504,Arunachal Pradesh,2018,1,790104,2114,4578762
505,Arunachal Pradesh,2018,1,791109,2112,3137888
506,Arunachal Pradesh,2018,1,792131,2097,3667032
507,Arunachal Pradesh,2018,1,791001,2041,5020174
508,Arunachal Pradesh,2018,1,791113,1955,6492924
509,Arunachal Pradesh,2018,1,792001,1865,2638135
510,Arunachal Pradesh,2018,2,791110,7878,19894634
511,Arunachal Pradesh,2018,2,791111,7239,20302894
512,Arunachal Pradesh,2018,2,791102,6046,11116134
513,Arunachal Pradesh,2018,2,790116,4689,11109805
514,Arunachal Pradesh,2018,2,790104,4436,10757635
515,Arunachal Pradesh,2018,2,792131,4342,9787595
516,Arunachal Pradesh,2018,2,791113,4159,10355130
517,Arunachal Pradesh,2018,2,792103,3885,10332845
518,Arunachal Pradesh,2018,2,792102,3638,13733031
519,Arunachal Pradesh,2018,2,791109,3486,8901024
520,Arunachal Pradesh,2018,3,791110,13489,28577947
521,Arunachal Pradesh,2018,3,791111,10508,33766761
522,Arunachal Pradesh,2018,3,791102,9777,18868814
523,Arunachal Pradesh,2018,3,791109,8636,14623073
524,Arunachal Pradesh,2018,3,790116,6870,19935456
525,Arunachal Pradesh,2018,3,792103,6672,16204422
526,Arunachal Pradesh,2018,3,790104,6434,18213475
527,Arunachal Pradesh,2018,3,792001,6307,16330132
528,Arunachal Pradesh,2018,3,791113,6191,14657152
529,Arunachal Pradesh,2018,3,792102,5120,16131802
530,Arunachal Pradesh,2018,4,791110,18305,50770919
531,Arunachal Pradesh,2018,4,791111,14891,50578762
532,Arunachal Pradesh,2018,4,791102,11990,28553764
533,Arunachal Pradesh,2018,4,790116,10791,42561250
534,Arunachal Pradesh,2018,4,792103,8743,23841864
535,Arunachal Pradesh,2018,4,790104,8727,28710303
536,Arunachal Pradesh,2018,4,791113,8156,19785305
537,Arunachal Pradesh,2018,4,791109,7660,17851253
538,Arunachal Pradesh,2018,4,792001,7520,18988989
539,Arunachal Pradesh,2018,4,792102,6597,21188725
540,Arunachal Pradesh,2019,1,791110,21769,56305175
541,Arunachal Pradesh,2019,1,791111,18706,57464661
542,Arunachal Pradesh,2019,1,791102,14504,35128890
543,Arunachal Pradesh,2019,1,790116,13724,44410164
544,Arunachal Pradesh,2019,1,791109,11691,24669480
545,Arunachal Pradesh,2019,1,791113,10893,28900698
546,Arunachal Pradesh,2019,1,790104,10231,29899157
547,Arunachal Pradesh,2019,1,792103,10190,28841571
548,Arunachal Pradesh,2019,1,792001,9575,24797021
549,Arunachal Pradesh,2019,1,790101,9149,26500818
550,Arunachal Pradesh,2019,2,791110,28827,80501053
551,Arunachal Pradesh,2019,2,791111,24040,77741634
552,Arunachal Pradesh,2019,2,791102,14906,38658949
553,Arunachal Pradesh,2019,2,790116,13929,48120977
554,Arunachal Pradesh,2019,2,791113,12970,37636425
555,Arunachal Pradesh,2019,2,790104,12562,43392107
556,Arunachal Pradesh,2019,2,791109,12214,28228155
557,Arunachal Pradesh,2019,2,792001,11232,29778430
558,Arunachal Pradesh,2019,2,792103,11076,30442993
559,Arunachal Pradesh,2019,2,790101,10926,36302058
560,Arunachal Pradesh,2019,3,791110,38560,104152421
561,Arunachal Pradesh,2019,3,791111,32844,92522169
562,Arunachal Pradesh,2019,3,791102,20744,50221808
563,Arunachal Pradesh,2019,3,791113,19591,49174022
564,Arunachal Pradesh,2019,3,790116,19201,53454222
565,Arunachal Pradesh,2019,3,790104,18759,57742403
566,Arunachal Pradesh,2019,3,792103,17253,38310432
567,Arunachal Pradesh,2019,3,790101,15882,43198541
568,Arunachal Pradesh,2019,3,792001,15645,35020211
569,Arunachal Pradesh,2019,3,791109,14867,29287244
570,Arunachal Pradesh,2019,4,791110,46210,135166319
571,Arunachal Pradesh,2019,4,791111,38960,109780309
572,Arunachal Pradesh,2019,4,791113,25720,67044022
573,Arunachal Pradesh,2019,4,791102,25493,64172691
574,Arunachal Pradesh,2019,4,790104,23418,71137191
575,Arunachal Pradesh,2019,4,792103,22297,45950095
576,Arunachal Pradesh,2019,4,790101,22263,69716145
577,Arunachal Pradesh,2019,4,790116,21777,62382535
578,Arunachal Pradesh,2019,4,792001,18262,41638209
579,Arunachal Pradesh,2019,4,791109,17833,33159443
580,Arunachal Pradesh,2020,1,791110,53858,134164731
581,Arunachal Pradesh,2020,1,791111,44651,118592433
582,Arunachal Pradesh,2020,1,791113,40087,114373418
583,Arunachal Pradesh,2020,1,791102,30846,73201195
584,Arunachal Pradesh,2020,1,792103,27462,65003236
585,Arunachal Pradesh,2020,1,790116,25027,68279455
586,Arunachal Pradesh,2020,1,790104,24414,66277727
587,Arunachal Pradesh,2020,1,792001,23370,55255805
588,Arunachal Pradesh,2020,1,791001,22588,54519490
589,Arunachal Pradesh,2020,1,791109,22374,43679801
590,Arunachal Pradesh,2020,2,791110,66660,161486745
591,Arunachal Pradesh,2020,2,791111,58840,143307742
592,Arunachal Pradesh,2020,2,791102,50996,97581021
593,Arunachal Pradesh,2020,2,791113,49710,128006453
594,Arunachal Pradesh,2020,2,792103,39797,83935770
595,Arunachal Pradesh,2020,2,791001,38760,84597534
596,Arunachal Pradesh,2020,2,790104,34466,94485243
597,Arunachal Pradesh,2020,2,792001,33392,72498627
598,Arunachal Pradesh,2020,2,790116,28051,69882585
599,Arunachal Pradesh,2020,2,790101,27329,80597965
600,Arunachal Pradesh,2020,3,791113,85276,286434881
601,Arunachal Pradesh,2020,3,791110,83578,224119989
602,Arunachal Pradesh,2020,3,791111,73373,201615153
603,Arunachal Pradesh,2020,3,791102,59485,147103673
604,Arunachal Pradesh,2020,3,792103,43165,97856483
605,Arunachal Pradesh,2020,3,790104,42704,140524892
606,Arunachal Pradesh,2020,3,792001,40143,98429548
607,Arunachal Pradesh,2020,3,791001,39931,105026196
608,Arunachal Pradesh,2020,3,790116,34849,106829704
609,Arunachal Pradesh,2020,3,790101,31126,106324284
610,Arunachal Pradesh,2020,4,791110,115682,355243300
611,Arunachal Pradesh,2020,4,791113,100879,340893584
612,Arunachal Pradesh,2020,4,791111,96702,282834295
613,Arunachal Pradesh,2020,4,791102,74774,202391786
614,Arunachal Pradesh,2020,4,792103,53234,132562026
615,Arunachal Pradesh,2020,4,791001,51950,144602124
616,Arunachal Pradesh,2020,4,792001,51529,123814288
617,Arunachal Pradesh,2020,4,790104,51050,182176490
618,Arunachal Pradesh,2020,4,790116,40492,120719478
619,Arunachal Pradesh,2020,4,790101,36197,118862458
620,Arunachal Pradesh,2021,1,791113,127025,394958955
621,Arunachal Pradesh,2021,1,791110,119184,404502103
622,Arunachal Pradesh,2021,1,791111,89356,307014657
623,Arunachal Pradesh,2021,1,791102,68000,211432039
624,Arunachal Pradesh,2021,1,792103,53040,141156670
625,Arunachal Pradesh,2021,1,791001,50407,164065118
626,Arunachal Pradesh,2021,1,792001,48954,130623866
627,Arunachal Pradesh,2021,1,790104,39581,151312863
628,Arunachal Pradesh,2021,1,791109,39332,128400297
629,Arunachal Pradesh,2021,1,790116,38205,115157749
630,Arunachal Pradesh,2021,2,791113,170268,432196674
631,Arunachal Pradesh,2021,2,791110,160245,449983951
632,Arunachal Pradesh,2021,2,791111,122368,333974912
633,Arunachal Pradesh,2021,2,791102,87524,235678148
634,Arunachal Pradesh,2021,2,792103,76949,179343402
635,Arunachal Pradesh,2021,2,791001,68927,214550532
636,Arunachal Pradesh,2021,2,792001,64602,146046509
637,Arunachal Pradesh,2021,2,790104,52742,184653081
638,Arunachal Pradesh,2021,2,790116,52323,145624699
639,Arunachal Pradesh,2021,2,790101,48726,157622337
640,Arunachal Pradesh,2021,3,791113,225427,582965113
641,Arunachal Pradesh,2021,3,791110,207417,603165812
642,Arunachal Pradesh,2021,3,791111,153845,442067361
643,Arunachal Pradesh,2021,3,791102,105715,296166088
644,Arunachal Pradesh,2021,3,792103,88032,194244543
645,Arunachal Pradesh,2021,3,792001,80894,180486995
646,Arunachal Pradesh,2021,3,791001,77128,259793926
647,Arunachal Pradesh,2021,3,790116,66461,197947120
648,Arunachal Pradesh,2021,3,790104,65008,261069266
649,Arunachal Pradesh,2021,3,790101,61516,220804392
650,Arunachal Pradesh,2021,4,791113,279958,685093585
651,Arunachal Pradesh,2021,4,791110,258928,718387355
652,Arunachal Pradesh,2021,4,791111,206496,557846902
653,Arunachal Pradesh,2021,4,791102,134017,368703032
654,Arunachal Pradesh,2021,4,792103,115871,238038757
655,Arunachal Pradesh,2021,4,792001,101771,220359431
656,Arunachal Pradesh,2021,4,791001,93449,317887115
657,Arunachal Pradesh,2021,4,791109,84621,218599005
658,Arunachal Pradesh,2021,4,790116,81804,235869670
659,Arunachal Pradesh,2021,4,790101,77658,269438817
660,Arunachal Pradesh,2022,1,791113,336780,819363324
661,Arunachal Pradesh,2022,1,791110,332485,853173424
662,Arunachal Pradesh,2022,1,791111,262617,658150204
663,Arunachal Pradesh,2022,1,791102,159945,417052440
664,Arunachal Pradesh,2022,1,792103,129210,277477789
665,Arunachal Pradesh,2022,1,792001,121068,265189556
666,Arunachal Pradesh,2022,1,791109,111918,254266306
667,Arunachal Pradesh,2022,1,791001,105769,364396148
668,Arunachal Pradesh,2022,1,792110,84017,238200426
669,Arunachal Pradesh,2022,1,790116,82546,221708920
670,Arunachal Pradesh,2022,2,791110,449672,1063144517
671,Arunachal Pradesh,2022,2,791111,365813,825171646
672,Arunachal Pradesh,2022,2,791113,293972,636386756
673,Arunachal Pradesh,2022,2,791102,202400,506976441
674,Arunachal Pradesh,2022,2,792103,171123,328590057
675,Arunachal Pradesh,2022,2,792001,168260,347653260
676,Arunachal Pradesh,2022,2,791109,160963,328923538
677,Arunachal Pradesh,2022,2,791001,138781,429415327
678,Arunachal Pradesh,2022,2,792110,104904,274482044
679,Arunachal Pradesh,2022,2,790116,104888,264639161
680,Arunachal Pradesh,2022,3,791110,493396,989512226
681,Arunachal Pradesh,2022,3,791111,430374,859784995
682,Arunachal Pradesh,2022,3,791113,350164,659314613
683,Arunachal Pradesh,2022,3,791102,223033,502704076
684,Arunachal Pradesh,2022,3,792001,177984,312906040
685,Arunachal Pradesh,2022,3,791109,171234,304861466
686,Arunachal Pradesh,2022,3,792103,168900,302218714
687,Arunachal Pradesh,2022,3,791001,156417,457311029
688,Arunachal Pradesh,2022,3,791112,122875,208103073
689,Arunachal Pradesh,2022,3,790116,119024,273945832
690,Arunachal Pradesh,2022,4,791110,579246,1065690345
691,Arunachal Pradesh,2022,4,791111,486688,876349334
692,Arunachal Pradesh,2022,4,791113,386008,654736964
693,Arunachal Pradesh,2022,4,791102,261421,545042069
694,Arunachal Pradesh,2022,4,792103,210161,343379975
695,Arunachal Pradesh,2022,4,792001,208541,333708831
696,Arunachal Pradesh,2022,4,791001,204796,538239070
697,Arunachal Pradesh,2022,4,791109,199942,337367639
698,Arunachal Pradesh,2022,4,791112,153846,233172634
699,Arunachal Pradesh,2022,4,791120,140090,339456055
700,Arunachal Pradesh,2023,1,791110,1008590,1865632904
701,Arunachal Pradesh,2023,1,791111,831426,1477332363
702,Arunachal Pradesh,2023,1,791113,649989,1121559593
703,Arunachal Pradesh,2023,1,791102,447995,903434926
704,Arunachal Pradesh,2023,1,791001,366870,889778955
705,Arunachal Pradesh,2023,1,792103,365583,601422665
706,Arunachal Pradesh,2023,1,792001,362357,596015826
707,Arunachal Pradesh,2023,1,791109,346011,598732770
708,Arunachal Pradesh,2023,1,791112,271249,420585957
709,Arunachal Pradesh,2023,1,792110,257655,541516308
710,Arunachal Pradesh,2023,2,791110,1284096,2250046634
711,Arunachal Pradesh,2023,2,791111,1052500,1803211887
712,Arunachal Pradesh,2023,2,791113,876188,1385591554
713,Arunachal Pradesh,2023,2,791102,562332,1044263268
714,Arunachal Pradesh,2023,2,791001,513980,1133981925
715,Arunachal Pradesh,2023,2,792103,457250,726708001
716,Arunachal Pradesh,2023,2,792001,438532,644916082
717,Arunachal Pradesh,2023,2,791109,427364,717696530
718,Arunachal Pradesh,2023,2,791112,345029,495018657
719,Arunachal Pradesh,2023,2,791120,332910,680619706
720,Arunachal Pradesh,2023,3,791110,1661134,2365086913
721,Arunachal Pradesh,2023,3,791111,1363251,2020637254
722,Arunachal Pradesh,2023,3,791113,1115065,1447139650
723,Arunachal Pradesh,2023,3,791102,662599,1099829972
724,Arunachal Pradesh,2023,3,791001,635902,1214170402
725,Arunachal Pradesh,2023,3,791109,538935,750620162
726,Arunachal Pradesh,2023,3,792001,516124,679740795
727,Arunachal Pradesh,2023,3,792103,505774,687112229
728,Arunachal Pradesh,2023,3,791120,463102,802542628
729,Arunachal Pradesh,2023,3,791112,419810,520025156
730,Arunachal Pradesh,2023,4,791110,1837445,2669223628
731,Arunachal Pradesh,2023,4,791111,1463009,2158311042
732,Arunachal Pradesh,2023,4,791113,1226209,1586909437
733,Arunachal Pradesh,2023,4,791001,779414,1466258662
734,Arunachal Pradesh,2023,4,791102,778294,1278523505
735,Arunachal Pradesh,2023,4,791109,579758,799703507
736,Arunachal Pradesh,2023,4,792001,575462,765356932
737,Arunachal Pradesh,2023,4,792103,571430,822938257
738,Arunachal Pradesh,2023,4,791120,531436,928337413
739,Arunachal Pradesh,2023,4,791112,472443,597926276
740,Arunachal Pradesh,2024,1,791110,2082578,2959703330
741,Arunachal Pradesh,2024,1,791111,1584307,2253195714
742,Arunachal Pradesh,2024,1,791113,1354732,1740628606
743,Arunachal Pradesh,2024,1,791001,902992,1622848527
744,Arunachal Pradesh,2024,1,791102,877547,1385692579
745,Arunachal Pradesh,2024,1,791109,657657,891035112
746,Arunachal Pradesh,2024,1,792103,648398,907048711
747,Arunachal Pradesh,2024,1,792001,624124,855284007
748,Arunachal Pradesh,2024,1,791120,584351,961217731
749,Arunachal Pradesh,2024,1,792110,539989,901813371
750,Assam,2018,1,782127,36278,55685104
751,Assam,2018,1,782126,19015,29531619
752,Assam,2018,1,781010,17827,17537572
753,Assam,2018,1,781032,12544,16344758
754,Assam,2018,1,781039,12320,11675419
755,Assam,2018,1,781022,11160,21394162
756,Assam,2018,1,781001,10964,14211878
757,Assam,2018,1,781005,9017,11227244
758,Assam,2018,1,781038,8676,13458100
759,Assam,2018,1,782123,8395,9021446
760,Assam,2018,2,782127,48384,116170096
761,Assam,2018,2,781010,28765,34543065
762,Assam,2018,2,781032,23020,37069986
763,Assam,2018,2,782126,21573,43770462
764,Assam,2018,2,781022,18670,42156397
765,Assam,2018,2,781001,16484,28303495
766,Assam,2018,2,781039,16265,16302455
767,Assam,2018,2,781038,14557,27844594
768,Assam,2018,2,781308,13501,14412327
769,Assam,2018,2,782123,13067,12434332
770,Assam,2018,3,781010,53744,63112506
771,Assam,2018,3,782127,34599,82030505
772,Assam,2018,3,781032,33634,64706017
773,Assam,2018,3,781022,28483,65165029
774,Assam,2018,3,781001,23772,46640755
775,Assam,2018,3,781039,23417,24795434
776,Assam,2018,3,781038,20581,41002559
777,Assam,2018,3,783380,20313,31377435
778,Assam,2018,3,781308,20256,36590780
779,Assam,2018,3,781136,20134,24505352
780,Assam,2018,4,782123,191097,40365959
781,Assam,2018,4,782127,59167,55990370
782,Assam,2018,4,781032,51149,98762225
783,Assam,2018,4,782003,48402,33450787
784,Assam,2018,4,781022,44539,104401373
785,Assam,2018,4,781010,43288,77616354
786,Assam,2018,4,782126,38675,31863173
787,Assam,2018,4,781001,35778,72836714
788,Assam,2018,4,781319,34279,45240498
789,Assam,2018,4,781038,31676,62489724
790,Assam,2019,1,781010,503839,1078124662
791,Assam,2019,1,781032,62258,120121843
792,Assam,2019,1,781039,57692,41044663
793,Assam,2019,1,781022,55124,119978295
794,Assam,2019,1,782123,46667,41897237
795,Assam,2019,1,781001,43515,89813448
796,Assam,2019,1,782127,42671,51768766
797,Assam,2019,1,781136,42533,61584131
798,Assam,2019,1,781038,39406,76359942
799,Assam,2019,1,781314,32414,45265938
800,Assam,2019,2,781010,1651072,3400967171
801,Assam,2019,2,781032,67144,136158593
802,Assam,2019,2,781039,61117,41121611
803,Assam,2019,2,781022,56840,133563591
804,Assam,2019,2,781001,45316,99439900
805,Assam,2019,2,781038,40783,85345394
806,Assam,2019,2,781011,35256,71372279
807,Assam,2019,2,781028,35051,88623379
808,Assam,2019,2,781019,34614,71776709
809,Assam,2019,2,785001,34411,68114448
810,Assam,2019,3,781010,1013793,3958005279
811,Assam,2019,3,781032,94854,170916941
812,Assam,2019,3,781022,79856,158778819
813,Assam,2019,3,781039,76010,53729191
814,Assam,2019,3,781001,62282,124589790
815,Assam,2019,3,781038,58487,113539110
816,Assam,2019,3,781019,51280,92682137
817,Assam,2019,3,781011,49702,92674426
818,Assam,2019,3,781028,49020,109565260
819,Assam,2019,3,781005,48872,88506491
820,Assam,2019,4,781010,1082582,4255353965
821,Assam,2019,4,781009,168681,609655507
822,Assam,2019,4,781032,100676,185406120
823,Assam,2019,4,781039,93370,61392433
824,Assam,2019,4,781022,87774,183566069
825,Assam,2019,4,781001,68636,147064092
826,Assam,2019,4,781038,64729,129171976
827,Assam,2019,4,781011,55522,108944084
828,Assam,2019,4,781028,54001,122295825
829,Assam,2019,4,781019,53185,96803120
830,Assam,2020,1,781009,1780036,7174086431
831,Assam,2020,1,781032,118710,214331823
832,Assam,2020,1,781039,112344,71576592
833,Assam,2020,1,781022,107942,230073726
834,Assam,2020,1,781001,79047,168980460
835,Assam,2020,1,781038,77757,151759511
836,Assam,2020,1,781028,67504,156019307
837,Assam,2020,1,781011,66187,133654759
838,Assam,2020,1,781019,62192,112929795
839,Assam,2020,1,781005,57925,113264666
840,Assam,2020,2,781009,1192185,4778567764
841,Assam,2020,2,781032,98935,166763954
842,Assam,2020,2,781022,89467,179401032
843,Assam,2020,2,783380,73336,119626132
844,Assam,2020,2,781038,71811,123805865
845,Assam,2020,2,781028,64789,139873983
846,Assam,2020,2,781011,63697,111255037
847,Assam,2020,2,786001,60266,116013366
848,Assam,2020,2,782435,59364,95325866
849,Assam,2020,2,781001,59124,122990395
850,Assam,2020,3,781009,2659242,10013749463
851,Assam,2020,3,781032,118055,232420643
852,Assam,2020,3,786001,116668,338398316
853,Assam,2020,3,781022,112568,249091248
854,Assam,2020,3,781038,88704,179615224
855,Assam,2020,3,783380,80101,178370370
856,Assam,2020,3,781028,79450,195889631
857,Assam,2020,3,781001,74329,171892778
858,Assam,2020,3,781011,72486,143646695
859,Assam,2020,3,781012,69823,156945731
860,Assam,2020,4,781009,2706533,10280991607
861,Assam,2020,4,781032,208338,423133158
862,Assam,2020,4,781022,191909,448388467
863,Assam,2020,4,781001,146326,361729899
864,Assam,2020,4,781038,141467,305286932
865,Assam,2020,4,786001,136686,399891954
866,Assam,2020,4,781028,124055,335253852
867,Assam,2020,4,781011,115652,275380158
868,Assam,2020,4,781019,109902,224541694
869,Assam,2020,4,781005,107715,228190617
870,Assam,2021,1,781009,6524270,17428233385
871,Assam,2021,1,786001,223886,596404833
872,Assam,2021,1,781022,220209,532676696
873,Assam,2021,1,781032,219173,454425489
874,Assam,2021,1,781001,164447,415951266
875,Assam,2021,1,781038,147267,339125037
876,Assam,2021,1,781028,134378,379837464
877,Assam,2021,1,781039,121609,125229899
878,Assam,2021,1,781011,118996,298364755
879,Assam,2021,1,781019,115698,244218722
880,Assam,2021,2,781009,9152474,20665273163
881,Assam,2021,2,786001,301912,712393100
882,Assam,2021,2,781032,214544,426648785
883,Assam,2021,2,781022,210224,485126089
884,Assam,2021,2,781038,156202,329131795
885,Assam,2021,2,781028,141496,376162457
