,State,Year,Quater,User_brand,User_count,User_percentage
3167,Kerala,2021,4,Others,551779,6.51
3168,Kerala,2022,1,Xiaomi,2098370,23.39
3169,Kerala,2022,1,Samsung,1826034,20.35
3170,Kerala,2022,1,Vivo,1330622,14.83
3171,Kerala,2022,1,Oppo,1032233,11.50
3172,Kerala,2022,1,Realme,705424,7.86
3173,Kerala,2022,1,Apple,550489,6.14
3174,Kerala,2022,1,Huawei,408553,4.55
3175,Kerala,2022,1,OnePlus,199414,2.22
3176,Kerala,2022,1,Motorola,137230,1.53
3177,Kerala,2022,1,Lenovo,124999,1.39
3178,Kerala,2022,1,Others,558931,6.23
3179,Ladakh,2018,1,Xiaomi,2316,26.37
3180,Ladakh,2018,1,Samsung,1720,19.58
3181,Ladakh,2018,1,Vivo,1570,17.87
3182,Ladakh,2018,1,Oppo,1138,12.96
3183,Ladakh,2018,1,Realme,429,4.88
3184,Ladakh,2018,1,Apple,259,2.95
3185,Ladakh,2018,1,OnePlus,233,2.65
3186,Ladakh,2018,1,Motorola,161,1.83
3187,Ladakh,2018,1,Lenovo,159,1.81
3188,Ladakh,2018,1,Micromax,117,1.33
3189,Ladakh,2018,1,Others,682,7.76
3190,Ladakh,2018,2,Xiaomi,3442,26.64
3191,Ladakh,2018,2,Samsung,2443,18.91
3192,Ladakh,2018,2,Vivo,2394,18.53
3193,Ladakh,2018,2,Oppo,1754,13.58
3194,Ladakh,2018,2,Realme,606,4.69
3195,Ladakh,2018,2,Apple,358,2.77
3196,Ladakh,2018,2,OnePlus,320,2.48
3197,Ladakh,2018,2,Motorola,265,2.05
3198,Ladakh,2018,2,Lenovo,206,1.59
3199,Ladakh,2018,2,Micromax,188,1.46
3200,Ladakh,2018,2,Others,942,7.29
3201,Ladakh,2018,3,Xiaomi,4906,27.64
3202,Ladakh,2018,3,Vivo,3378,19.03
3203,Ladakh,2018,3,Samsung,3360,18.93
3204,Ladakh,2018,3,Oppo,2448,13.79
3205,Ladakh,2018,3,Realme,819,4.61
3206,Ladakh,2018,3,Apple,457,2.57
3207,Ladakh,2018,3,OnePlus,440,2.48
3208,Ladakh,2018,3,Motorola,364,2.05
3209,Ladakh,2018,3,Lenovo,240,1.35
3210,Ladakh,2018,3,Huawei,200,1.13
3211,Ladakh,2018,3,Others,1137,6.41
3212,Ladakh,2018,4,Xiaomi,6734,28.20
3213,Ladakh,2018,4,Vivo,4711,19.73
3214,Ladakh,2018,4,Samsung,4481,18.76
3215,Ladakh,2018,4,Oppo,3307,13.85
3216,Ladakh,2018,4,Realme,1087,4.55
3217,Ladakh,2018,4,Apple,591,2.47
3218,Ladakh,2018,4,OnePlus,555,2.32
3219,Ladakh,2018,4,Motorola,486,2.03
3220,Ladakh,2018,4,Lenovo,349,1.46
3221,Ladakh,2018,4,Huawei,278,1.16
3222,Ladakh,2018,4,Others,1304,5.46
3223,Ladakh,2019,1,Xiaomi,8452,28.51
3224,Ladakh,2019,1,Vivo,5967,20.13
3225,Ladakh,2019,1,Samsung,5464,18.43
3226,Ladakh,2019,1,Oppo,4167,14.05
3227,Ladakh,2019,1,Realme,1345,4.54
3228,Ladakh,2019,1,Apple,703,2.37
3229,Ladakh,2019,1,OnePlus,669,2.26
3230,Ladakh,2019,1,Motorola,564,1.90
3231,Ladakh,2019,1,Lenovo,380,1.28
3232,Ladakh,2019,1,Huawei,375,1.26
3233,Ladakh,2019,1,Others,1563,5.27
3234,Ladakh,2019,2,Xiaomi,10276,28.93
3235,Ladakh,2019,2,Vivo,7098,19.99
3236,Ladakh,2019,2,Samsung,6545,18.43
3237,Ladakh,2019,2,Oppo,5008,14.10
3238,Ladakh,2019,2,Realme,1573,4.43
3239,Ladakh,2019,2,Apple,862,2.43
3240,Ladakh,2019,2,OnePlus,777,2.19
3241,Ladakh,2019,2,Motorola,658,1.85
3242,Ladakh,2019,2,Lenovo,465,1.31
3243,Ladakh,2019,2,Huawei,458,1.29
3244,Ladakh,2019,2,Others,1796,5.06
3245,Ladakh,2019,3,Xiaomi,11485,29.32
3246,Ladakh,2019,3,Vivo,7940,20.27
3247,Ladakh,2019,3,Samsung,7048,17.99
3248,Ladakh,2019,3,Oppo,5503,14.05
3249,Ladakh,2019,3,Realme,1760,4.49
3250,Ladakh,2019,3,Apple,953,2.43
3251,Ladakh,2019,3,OnePlus,884,2.26
3252,Ladakh,2019,3,Motorola,683,1.74
3253,Ladakh,2019,3,Huawei,560,1.43
3254,Ladakh,2019,3,Lenovo,442,1.13
3255,Ladakh,2019,3,Others,1915,4.89
3256,Ladakh,2019,4,Xiaomi,12590,29.21
3257,Ladakh,2019,4,Vivo,8910,20.67
3258,Ladakh,2019,4,Samsung,7684,17.82
3259,Ladakh,2019,4,Oppo,6141,14.25
3260,Ladakh,2019,4,Realme,2003,4.65
3261,Ladakh,2019,4,Apple,1058,2.45
3262,Ladakh,2019,4,OnePlus,954,2.21
3263,Ladakh,2019,4,Motorola,752,1.74
3264,Ladakh,2019,4,Huawei,607,1.41
3265,Ladakh,2019,4,Lenovo,433,1.00
3266,Ladakh,2019,4,Others,1976,4.58
3267,Ladakh,2020,1,Xiaomi,13890,29.06
3268,Ladakh,2020,1,Vivo,10052,21.03
3269,Ladakh,2020,1,Samsung,8475,17.73
3270,Ladakh,2020,1,Oppo,6916,14.47
3271,Ladakh,2020,1,Realme,2292,4.80
3272,Ladakh,2020,1,Apple,1130,2.36
3273,Ladakh,2020,1,OnePlus,1058,2.21
3274,Ladakh,2020,1,Motorola,787,1.65
3275,Ladakh,2020,1,Huawei,703,1.47
3276,Ladakh,2020,1,Lenovo,453,0.95
3277,Ladakh,2020,1,Others,2034,4.26
3278,Ladakh,2020,2,Xiaomi,15512,29.25
3279,Ladakh,2020,2,Vivo,11201,21.12
3280,Ladakh,2020,2,Samsung,9371,17.67
3281,Ladakh,2020,2,Oppo,7736,14.59
3282,Ladakh,2020,2,Realme,2628,4.96
3283,Ladakh,2020,2,Apple,1234,2.33
3284,Ladakh,2020,2,OnePlus,1131,2.13
3285,Ladakh,2020,2,Motorola,828,1.56
3286,Ladakh,2020,2,Huawei,786,1.48
3287,Ladakh,2020,2,Lenovo,461,0.87
3288,Ladakh,2020,2,Others,2146,4.05
3289,Ladakh,2020,3,Xiaomi,17122,29.32
3290,Ladakh,2020,3,Vivo,12388,21.21
3291,Ladakh,2020,3,Samsung,10309,17.65
3292,Ladakh,2020,3,Oppo,8583,14.70
3293,Ladakh,2020,3,Realme,3003,5.14
3294,Ladakh,2020,3,Apple,1338,2.29
3295,Ladakh,2020,3,OnePlus,1228,2.10
3296,Ladakh,2020,3,Motorola,865,1.48
3297,Ladakh,2020,3,Huawei,851,1.46
3298,Ladakh,2020,3,Lenovo,500,0.86
3299,Ladakh,2020,3,Others,2214,3.79
3300,Ladakh,2020,4,Xiaomi,18866,29.09
3301,Ladakh,2020,4,Vivo,13750,21.20
3302,Ladakh,2020,4,Samsung,11484,17.71
3303,Ladakh,2020,4,Oppo,9683,14.93
3304,Ladakh,2020,4,Realme,3480,5.37
3305,Ladakh,2020,4,Apple,1484,2.29
3306,Ladakh,2020,4,OnePlus,1397,2.15
3307,Ladakh,2020,4,Huawei,924,1.42
3308,Ladakh,2020,4,Motorola,912,1.41
3309,Ladakh,2020,4,Lenovo,524,0.81
3310,Ladakh,2020,4,Others,2349,3.62
3311,Ladakh,2021,1,Xiaomi,20199,28.89
3312,Ladakh,2021,1,Vivo,15183,21.72
3313,Ladakh,2021,1,Samsung,12232,17.49
3314,Ladakh,2021,1,Oppo,10382,14.85
3315,Ladakh,2021,1,Realme,3940,5.64
3316,Ladakh,2021,1,Apple,1613,2.31
3317,Ladakh,2021,1,OnePlus,1531,2.19
3318,Ladakh,2021,1,Huawei,941,1.35
3319,Ladakh,2021,1,Motorola,924,1.32
3320,Ladakh,2021,1,Lenovo,520,0.74
3321,Ladakh,2021,1,Others,2454,3.51
3322,Ladakh,2021,2,Xiaomi,21227,28.28
3323,Ladakh,2021,2,Vivo,16463,21.94
3324,Ladakh,2021,2,Samsung,13134,17.50
3325,Ladakh,2021,2,Oppo,11029,14.70
3326,Ladakh,2021,2,Realme,4715,6.28
3327,Ladakh,2021,2,Apple,1823,2.43
3328,Ladakh,2021,2,OnePlus,1741,2.32
3329,Ladakh,2021,2,Motorola,922,1.23
3330,Ladakh,2021,2,Huawei,894,1.19
3331,Ladakh,2021,2,Lenovo,490,0.65
3332,Ladakh,2021,2,Others,2610,3.48
3333,Ladakh,2021,3,Xiaomi,22384,27.56
3334,Ladakh,2021,3,Vivo,18124,22.32
3335,Ladakh,2021,3,Samsung,13661,16.82
3336,Ladakh,2021,3,Oppo,12095,14.89
3337,Ladakh,2021,3,Realme,5579,6.87
3338,Ladakh,2021,3,OnePlus,2176,2.68
3339,Ladakh,2021,3,Apple,2004,2.47
3340,Ladakh,2021,3,Huawei,1013,1.25
3341,Ladakh,2021,3,Motorola,910,1.12
3342,Ladakh,2021,3,Lenovo,476,0.59
3343,Ladakh,2021,3,Others,2788,3.43
3344,Ladakh,2021,4,Xiaomi,23462,26.95
3345,Ladakh,2021,4,Vivo,19473,22.37
3346,Ladakh,2021,4,Samsung,14073,16.17
3347,Ladakh,2021,4,Oppo,12900,14.82
3348,Ladakh,2021,4,Realme,6879,7.90
3349,Ladakh,2021,4,OnePlus,2678,3.08
3350,Ladakh,2021,4,Apple,2358,2.71
3351,Ladakh,2021,4,Huawei,958,1.10
3352,Ladakh,2021,4,Motorola,912,1.05
3353,Ladakh,2021,4,Lenovo,449,0.52
3354,Ladakh,2021,4,Others,2915,3.35
3355,Ladakh,2022,1,Xiaomi,24460,26.45
3356,Ladakh,2022,1,Vivo,20679,22.36
3357,Ladakh,2022,1,Samsung,14554,15.74
3358,Ladakh,2022,1,Oppo,13813,14.93
3359,Ladakh,2022,1,Realme,7852,8.49
3360,Ladakh,2022,1,OnePlus,2984,3.23
3361,Ladakh,2022,1,Apple,2655,2.87
3362,Ladakh,2022,1,Huawei,996,1.08
3363,Ladakh,2022,1,Motorola,921,1.00
3364,Ladakh,2022,1,Lenovo,502,0.54
3365,Ladakh,2022,1,Others,3076,3.33
3366,Lakshadweep,2018,1,Samsung,102,20.36
3367,Lakshadweep,2018,1,Xiaomi,100,19.96
3368,Lakshadweep,2018,1,Vivo,67,13.37
3369,Lakshadweep,2018,1,Oppo,56,11.18
3370,Lakshadweep,2018,1,Huawei,25,4.99
3371,Lakshadweep,2018,1,OnePlus,22,4.39
3372,Lakshadweep,2018,1,Apple,20,3.99
3373,Lakshadweep,2018,1,Realme,20,3.99
3374,Lakshadweep,2018,1,Gionee,12,2.40
3375,Lakshadweep,2018,1,COOLPAD,10,2.00
3376,Lakshadweep,2018,1,Others,67,13.37
3377,Lakshadweep,2018,2,Xiaomi,147,21.43
3378,Lakshadweep,2018,2,Samsung,128,18.66
3379,Lakshadweep,2018,2,Vivo,97,14.14
3380,Lakshadweep,2018,2,Oppo,87,12.68
3381,Lakshadweep,2018,2,Apple,35,5.10
3382,Lakshadweep,2018,2,Huawei,31,4.52
3383,Lakshadweep,2018,2,OnePlus,29,4.23
3384,Lakshadweep,2018,2,Realme,24,3.50
3385,Lakshadweep,2018,2,Lenovo,16,2.33
3386,Lakshadweep,2018,2,Gionee,15,2.19
3387,Lakshadweep,2018,2,Others,77,11.22
3388,Lakshadweep,2018,3,Xiaomi,195,21.24
3389,Lakshadweep,2018,3,Samsung,166,18.08
3390,Lakshadweep,2018,3,Vivo,134,14.60
3391,Lakshadweep,2018,3,Oppo,121,13.18
3392,Lakshadweep,2018,3,Apple,46,5.01
3393,Lakshadweep,2018,3,Huawei,44,4.79
3394,Lakshadweep,2018,3,OnePlus,40,4.36
3395,Lakshadweep,2018,3,Realme,35,3.81
3396,Lakshadweep,2018,3,Lenovo,18,1.96
3397,Lakshadweep,2018,3,Gionee,16,1.74
3398,Lakshadweep,2018,3,Others,103,11.22
3399,Lakshadweep,2018,4,Xiaomi,245,21.19
3400,Lakshadweep,2018,4,Samsung,198,17.13
3401,Lakshadweep,2018,4,Vivo,190,16.44
3402,Lakshadweep,2018,4,Oppo,153,13.24
3403,Lakshadweep,2018,4,Huawei,62,5.36
3404,Lakshadweep,2018,4,Realme,55,4.76
3405,Lakshadweep,2018,4,Apple,51,4.41
3406,Lakshadweep,2018,4,OnePlus,47,4.07
3407,Lakshadweep,2018,4,Lenovo,24,2.08
3408,Lakshadweep,2018,4,Motorola,18,1.56
3409,Lakshadweep,2018,4,Others,113,9.78
3410,Lakshadweep,2019,1,Xiaomi,298,21.05
3411,Lakshadweep,2019,1,Vivo,240,16.95
3412,Lakshadweep,2019,1,Samsung,231,16.31
3413,Lakshadweep,2019,1,Oppo,198,13.98
3414,Lakshadweep,2019,1,Huawei,97,6.85
3415,Lakshadweep,2019,1,Realme,67,4.73
3416,Lakshadweep,2019,1,Apple,55,3.88
3417,Lakshadweep,2019,1,OnePlus,52,3.67
3418,Lakshadweep,2019,1,Lenovo,31,2.19
3419,Lakshadweep,2019,1,Motorola,24,1.69
3420,Lakshadweep,2019,1,Others,123,8.69
3421,Lakshadweep,2019,2,Xiaomi,377,21.58
3422,Lakshadweep,2019,2,Vivo,309,17.69
3423,Lakshadweep,2019,2,Samsung,277,15.86
3424,Lakshadweep,2019,2,Oppo,246,14.08
3425,Lakshadweep,2019,2,Huawei,132,7.56
3426,Lakshadweep,2019,2,Realme,86,4.92
3427,Lakshadweep,2019,2,OnePlus,58,3.32
3428,Lakshadweep,2019,2,Apple,57,3.26
3429,Lakshadweep,2019,2,Lenovo,36,2.06
3430,Lakshadweep,2019,2,Motorola,32,1.83
3431,Lakshadweep,2019,2,Others,137,7.84
3432,Lakshadweep,2019,3,Xiaomi,442,20.88
3433,Lakshadweep,2019,3,Vivo,378,17.86
3434,Lakshadweep,2019,3,Samsung,343,16.20
3435,Lakshadweep,2019,3,Oppo,331,15.64
3436,Lakshadweep,2019,3,Huawei,174,8.22
3437,Lakshadweep,2019,3,Realme,103,4.87
3438,Lakshadweep,2019,3,Apple,68,3.21
3439,Lakshadweep,2019,3,OnePlus,64,3.02
3440,Lakshadweep,2019,3,Motorola,36,1.70
3441,Lakshadweep,2019,3,Lenovo,33,1.56
3442,Lakshadweep,2019,3,Others,145,6.85
3443,Lakshadweep,2019,4,Xiaomi,496,20.44
3444,Lakshadweep,2019,4,Vivo,462,19.04
3445,Lakshadweep,2019,4,Samsung,394,16.23
3446,Lakshadweep,2019,4,Oppo,371,15.29
3447,Lakshadweep,2019,4,Huawei,202,8.32
3448,Lakshadweep,2019,4,Realme,124,5.11
3449,Lakshadweep,2019,4,Apple,72,2.97
3450,Lakshadweep,2019,4,OnePlus,70,2.88
3451,Lakshadweep,2019,4,Motorola,37,1.52
3452,Lakshadweep,2019,4,Lenovo,35,1.44
3453,Lakshadweep,2019,4,Others,164,6.76
3454,Lakshadweep,2020,1,Xiaomi,560,20.20
3455,Lakshadweep,2020,1,Vivo,548,19.77
3456,Lakshadweep,2020,1,Samsung,431,15.55
3457,Lakshadweep,2020,1,Oppo,426,15.37
3458,Lakshadweep,2020,1,Huawei,237,8.55
3459,Lakshadweep,2020,1,Realme,152,5.48
3460,Lakshadweep,2020,1,Apple,81,2.92
3461,Lakshadweep,2020,1,OnePlus,77,2.78
3462,Lakshadweep,2020,1,Lenovo,47,1.70
3463,Lakshadweep,2020,1,Motorola,38,1.37
3464,Lakshadweep,2020,1,Others,175,6.31
3465,Lakshadweep,2020,2,Vivo,654,20.52
3466,Lakshadweep,2020,2,Xiaomi,654,20.52
3467,Lakshadweep,2020,2,Samsung,495,15.53
3468,Lakshadweep,2020,2,Oppo,489,15.34
3469,Lakshadweep,2020,2,Huawei,266,8.35
3470,Lakshadweep,2020,2,Realme,195,6.12
3471,Lakshadweep,2020,2,Apple,85,2.67
3472,Lakshadweep,2020,2,OnePlus,81,2.54
3473,Lakshadweep,2020,2,Lenovo,44,1.38
3474,Lakshadweep,2020,2,Motorola,41,1.29
3475,Lakshadweep,2020,2,Others,183,5.74
3476,Lakshadweep,2020,3,Vivo,784,21.51
3477,Lakshadweep,2020,3,Xiaomi,736,20.20
3478,Lakshadweep,2020,3,Oppo,567,15.56
3479,Lakshadweep,2020,3,Samsung,550,15.09
3480,Lakshadweep,2020,3,Huawei,302,8.29
3481,Lakshadweep,2020,3,Realme,222,6.09
3482,Lakshadweep,2020,3,Apple,91,2.50
3483,Lakshadweep,2020,3,OnePlus,87,2.39
3484,Lakshadweep,2020,3,Lenovo,50,1.37
3485,Lakshadweep,2020,3,Motorola,44,1.21
3486,Lakshadweep,2020,3,Others,211,5.79
3487,Lakshadweep,2020,4,Vivo,934,22.35
3488,Lakshadweep,2020,4,Xiaomi,838,20.05
3489,Lakshadweep,2020,4,Oppo,639,15.29
3490,Lakshadweep,2020,4,Samsung,635,15.20
3491,Lakshadweep,2020,4,Huawei,346,8.28
3492,Lakshadweep,2020,4,Realme,272,6.51
3493,Lakshadweep,2020,4,Apple,101,2.42
3494,Lakshadweep,2020,4,OnePlus,97,2.32
3495,Lakshadweep,2020,4,Lenovo,52,1.24
3496,Lakshadweep,2020,4,Motorola,47,1.12
3497,Lakshadweep,2020,4,Others,218,5.22
3498,Lakshadweep,2021,1,Vivo,1032,22.55
3499,Lakshadweep,2021,1,Xiaomi,921,20.12
3500,Lakshadweep,2021,1,Oppo,720,15.73
3501,Lakshadweep,2021,1,Samsung,693,15.14
3502,Lakshadweep,2021,1,Huawei,371,8.11
3503,Lakshadweep,2021,1,Realme,302,6.60
3504,Lakshadweep,2021,1,Apple,106,2.32
3505,Lakshadweep,2021,1,OnePlus,103,2.25
3506,Lakshadweep,2021,1,Lenovo,54,1.18
3507,Lakshadweep,2021,1,Motorola,46,1.01
3508,Lakshadweep,2021,1,Others,229,5.00
3509,Lakshadweep,2021,2,Vivo,1118,22.83
3510,Lakshadweep,2021,2,Xiaomi,970,19.81
3511,Lakshadweep,2021,2,Oppo,771,15.75
3512,Lakshadweep,2021,2,Samsung,717,14.64
3513,Lakshadweep,2021,2,Huawei,379,7.74
3514,Lakshadweep,2021,2,Realme,350,7.15
3515,Lakshadweep,2021,2,Apple,121,2.47
3516,Lakshadweep,2021,2,OnePlus,118,2.41
3517,Lakshadweep,2021,2,Lenovo,60,1.23
3518,Lakshadweep,2021,2,Motorola,42,0.86
3519,Lakshadweep,2021,2,Others,250,5.11
3520,Lakshadweep,2021,3,Vivo,1234,23.34
3521,Lakshadweep,2021,3,Xiaomi,1046,19.78
3522,Lakshadweep,2021,3,Oppo,816,15.43
3523,Lakshadweep,2021,3,Samsung,774,14.64
3524,Lakshadweep,2021,3,Realme,413,7.81
3525,Lakshadweep,2021,3,Huawei,398,7.53
3526,Lakshadweep,2021,3,Apple,134,2.53
3527,Lakshadweep,2021,3,OnePlus,132,2.50
3528,Lakshadweep,2021,3,Lenovo,55,1.04
3529,Lakshadweep,2021,3,Motorola,46,0.87
3530,Lakshadweep,2021,3,Others,239,4.52
3531,Lakshadweep,2021,4,Vivo,1354,24.02
3532,Lakshadweep,2021,4,Xiaomi,1146,20.33
3533,Lakshadweep,2021,4,Oppo,899,15.95
3534,Lakshadweep,2021,4,Samsung,776,13.76
3535,Lakshadweep,2021,4,Realme,448,7.95
3536,Lakshadweep,2021,4,Huawei,396,7.02
3537,Lakshadweep,2021,4,Apple,151,2.68
3538,Lakshadweep,2021,4,OnePlus,143,2.54
3539,Lakshadweep,2021,4,Motorola,46,0.82
3540,Lakshadweep,2021,4,Lenovo,45,0.80
3541,Lakshadweep,2021,4,Others,234,4.15
3542,Lakshadweep,2022,1,Vivo,1441,24.06
3543,Lakshadweep,2022,1,Xiaomi,1203,20.08
3544,Lakshadweep,2022,1,Oppo,956,15.96
3545,Lakshadweep,2022,1,Samsung,804,13.42
3546,Lakshadweep,2022,1,Realme,507,8.46
3547,Lakshadweep,2022,1,Huawei,397,6.63
3548,Lakshadweep,2022,1,Apple,176,2.94
3549,Lakshadweep,2022,1,OnePlus,160,2.67
3550,Lakshadweep,2022,1,Lenovo,50,0.83
3551,Lakshadweep,2022,1,Motorola,49,0.82
3552,Lakshadweep,2022,1,Others,247,4.12
3553,Madhya Pradesh,2018,1,Xiaomi,652241,25.54
3554,Madhya Pradesh,2018,1,Samsung,490595,19.21
3555,Madhya Pradesh,2018,1,Vivo,380809,14.91
3556,Madhya Pradesh,2018,1,Oppo,256901,10.06
3557,Madhya Pradesh,2018,1,Realme,146657,5.74
3558,Madhya Pradesh,2018,1,Motorola,66919,2.62
3559,Madhya Pradesh,2018,1,Micromax,59025,2.31
3560,Madhya Pradesh,2018,1,Apple,57650,2.26
3561,Madhya Pradesh,2018,1,OnePlus,55940,2.19
3562,Madhya Pradesh,2018,1,Lenovo,51523,2.02
3563,Madhya Pradesh,2018,1,Others,335343,13.13
3564,Madhya Pradesh,2018,2,Xiaomi,890108,25.86
3565,Madhya Pradesh,2018,2,Samsung,654270,19.01
3566,Madhya Pradesh,2018,2,Vivo,531042,15.43
3567,Madhya Pradesh,2018,2,Oppo,352090,10.23
3568,Madhya Pradesh,2018,2,Realme,192521,5.59
3569,Madhya Pradesh,2018,2,Motorola,85306,2.48
3570,Madhya Pradesh,2018,2,Micromax,82296,2.39
3571,Madhya Pradesh,2018,2,Apple,72862,2.12
3572,Madhya Pradesh,2018,2,OnePlus,68143,1.98
3573,Madhya Pradesh,2018,2,Lenovo,65308,1.90
3574,Madhya Pradesh,2018,2,Others,447716,13.01
3575,Madhya Pradesh,2018,3,Xiaomi,1132909,26.29
3576,Madhya Pradesh,2018,3,Samsung,816822,18.95
3577,Madhya Pradesh,2018,3,Vivo,697677,16.19
3578,Madhya Pradesh,2018,3,Oppo,452478,10.50
3579,Madhya Pradesh,2018,3,Realme,239549,5.56
3580,Madhya Pradesh,2018,3,Motorola,99876,2.32
3581,Madhya Pradesh,2018,3,Micromax,90871,2.11
3582,Madhya Pradesh,2018,3,Apple,84853,1.97
3583,Madhya Pradesh,2018,3,OnePlus,79210,1.84
3584,Madhya Pradesh,2018,3,Lenovo,71683,1.66
3585,Madhya Pradesh,2018,3,Others,543381,12.61
3586,Madhya Pradesh,2018,4,Xiaomi,1416415,26.40
3587,Madhya Pradesh,2018,4,Samsung,1015220,18.92
3588,Madhya Pradesh,2018,4,Vivo,905510,16.88
3589,Madhya Pradesh,2018,4,Oppo,579831,10.81
3590,Madhya Pradesh,2018,4,Realme,294612,5.49
3591,Madhya Pradesh,2018,4,Motorola,117954,2.20
3592,Madhya Pradesh,2018,4,Micromax,103324,1.93
3593,Madhya Pradesh,2018,4,Apple,100071,1.87
3594,Madhya Pradesh,2018,4,OnePlus,90958,1.70
3595,Madhya Pradesh,2018,4,Lenovo,84373,1.57
3596,Madhya Pradesh,2018,4,Others,657174,12.25
3597,Madhya Pradesh,2019,1,Xiaomi,1692888,26.39
3598,Madhya Pradesh,2019,1,Samsung,1214286,18.93
3599,Madhya Pradesh,2019,1,Vivo,1118407,17.44
3600,Madhya Pradesh,2019,1,Oppo,713079,11.12
3601,Madhya Pradesh,2019,1,Realme,347539,5.42
3602,Madhya Pradesh,2019,1,Motorola,132833,2.07
3603,Madhya Pradesh,2019,1,Micromax,115580,1.80
3604,Madhya Pradesh,2019,1,Apple,114562,1.79
3605,Madhya Pradesh,2019,1,OnePlus,102145,1.59
3606,Madhya Pradesh,2019,1,Lenovo,94449,1.47
3607,Madhya Pradesh,2019,1,Others,768635,11.98
3608,Madhya Pradesh,2019,2,Xiaomi,1936039,26.52
3609,Madhya Pradesh,2019,2,Samsung,1385430,18.98
3610,Madhya Pradesh,2019,2,Vivo,1303162,17.85
3611,Madhya Pradesh,2019,2,Oppo,827579,11.33
3612,Madhya Pradesh,2019,2,Realme,396497,5.43
3613,Madhya Pradesh,2019,2,Motorola,145364,1.99
3614,Madhya Pradesh,2019,2,Apple,127711,1.75
3615,Madhya Pradesh,2019,2,Micromax,120323,1.65
3616,Madhya Pradesh,2019,2,OnePlus,111156,1.52
3617,Madhya Pradesh,2019,2,Lenovo,103102,1.41
3618,Madhya Pradesh,2019,2,Others,844809,11.57
3619,Madhya Pradesh,2019,3,Xiaomi,2182732,26.68
3620,Madhya Pradesh,2019,3,Samsung,1532795,18.74
3621,Madhya Pradesh,2019,3,Vivo,1494051,18.26
3622,Madhya Pradesh,2019,3,Oppo,939484,11.48
3623,Madhya Pradesh,2019,3,Realme,456103,5.58
3624,Madhya Pradesh,2019,3,Motorola,154465,1.89
3625,Madhya Pradesh,2019,3,Apple,139917,1.71
3626,Madhya Pradesh,2019,3,Micromax,129516,1.58
3627,Madhya Pradesh,2019,3,OnePlus,120190,1.47
3628,Madhya Pradesh,2019,3,Huawei,113980,1.39
3629,Madhya Pradesh,2019,3,Others,917431,11.21
3630,Madhya Pradesh,2019,4,Xiaomi,2450683,26.74
3631,Madhya Pradesh,2019,4,Vivo,1711918,18.68
3632,Madhya Pradesh,2019,4,Samsung,1704518,18.60
3633,Madhya Pradesh,2019,4,Oppo,1069906,11.67
3634,Madhya Pradesh,2019,4,Realme,529253,5.77
3635,Madhya Pradesh,2019,4,Motorola,165303,1.80
3636,Madhya Pradesh,2019,4,Apple,150743,1.64
3637,Madhya Pradesh,2019,4,Micromax,136341,1.49
3638,Madhya Pradesh,2019,4,OnePlus,127622,1.39
3639,Madhya Pradesh,2019,4,Huawei,125734,1.37
3640,Madhya Pradesh,2019,4,Others,993220,10.84
3641,Madhya Pradesh,2020,1,Xiaomi,2697286,26.57
3642,Madhya Pradesh,2020,1,Vivo,1956817,19.28
3643,Madhya Pradesh,2020,1,Samsung,1873824,18.46
3644,Madhya Pradesh,2020,1,Oppo,1206327,11.88
3645,Madhya Pradesh,2020,1,Realme,607456,5.98
3646,Madhya Pradesh,2020,1,Motorola,174003,1.71
3647,Madhya Pradesh,2020,1,Apple,160868,1.58
3648,Madhya Pradesh,2020,1,Huawei,136299,1.34
3649,Madhya Pradesh,2020,1,Micromax,135703,1.34
3650,Madhya Pradesh,2020,1,OnePlus,133926,1.32
3651,Madhya Pradesh,2020,1,Others,1068862,10.53
3652,Madhya Pradesh,2020,2,Xiaomi,3003291,26.40
3653,Madhya Pradesh,2020,2,Vivo,2247524,19.76
3654,Madhya Pradesh,2020,2,Samsung,2084294,18.32
3655,Madhya Pradesh,2020,2,Oppo,1376782,12.10
3656,Madhya Pradesh,2020,2,Realme,693404,6.10
3657,Madhya Pradesh,2020,2,Motorola,185349,1.63
3658,Madhya Pradesh,2020,2,Apple,170312,1.50
3659,Madhya Pradesh,2020,2,Micromax,147344,1.30
3660,Madhya Pradesh,2020,2,Huawei,147224,1.29
3661,Madhya Pradesh,2020,2,OnePlus,139482,1.23
3662,Madhya Pradesh,2020,2,Others,1179417,10.37
3663,Madhya Pradesh,2020,3,Xiaomi,3292397,26.20
3664,Madhya Pradesh,2020,3,Vivo,2556833,20.35
3665,Madhya Pradesh,2020,3,Samsung,2278237,18.13
3666,Madhya Pradesh,2020,3,Oppo,1539499,12.25
3667,Madhya Pradesh,2020,3,Realme,799089,6.36
3668,Madhya Pradesh,2020,3,Motorola,196221,1.56
3669,Madhya Pradesh,2020,3,Apple,181092,1.44
3670,Madhya Pradesh,2020,3,Huawei,157340,1.25
3671,Madhya Pradesh,2020,3,Micromax,157127,1.25
3672,Madhya Pradesh,2020,3,OnePlus,146328,1.16
3673,Madhya Pradesh,2020,3,Others,1260061,10.03
3674,Madhya Pradesh,2020,4,Xiaomi,3563397,25.94
3675,Madhya Pradesh,2020,4,Vivo,2853943,20.77
3676,Madhya Pradesh,2020,4,Samsung,2466332,17.95
3677,Madhya Pradesh,2020,4,Oppo,1703093,12.40
3678,Madhya Pradesh,2020,4,Realme,905866,6.59
