,State,Year,Quater,User_brand,User_count,User_percentage
1255,Chhattisgarh,2021,1,Xiaomi,1035868,22.95
1256,Chhattisgarh,2021,1,Samsung,741544,16.43
1257,Chhattisgarh,2021,1,Oppo,511992,11.34
1258,Chhattisgarh,2021,1,Realme,338436,7.50
1259,Chhattisgarh,2021,1,Micromax,315253,6.98
1260,Chhattisgarh,2021,1,Apple,63748,1.41
1261,Chhattisgarh,2021,1,OnePlus,54838,1.21
1262,Chhattisgarh,2021,1,Motorola,42166,0.93
1263,Chhattisgarh,2021,1,Huawei,35061,0.78
1264,Chhattisgarh,2021,1,Others,316548,7.01
1265,Chhattisgarh,2021,2,Vivo,1169224,24.17
1266,Chhattisgarh,2021,2,Xiaomi,1101581,22.77
1267,Chhattisgarh,2021,2,Samsung,778803,16.10
1268,Chhattisgarh,2021,2,Oppo,550796,11.39
1269,Chhattisgarh,2021,2,Realme,397105,8.21
1270,Chhattisgarh,2021,2,Micromax,302906,6.26
1271,Chhattisgarh,2021,2,Apple,69177,1.43
1272,Chhattisgarh,2021,2,OnePlus,61100,1.26
1273,Chhattisgarh,2021,2,Motorola,41735,0.86
1274,Chhattisgarh,2021,2,Huawei,34225,0.71
1275,Chhattisgarh,2021,2,Others,330403,6.83
1276,Chhattisgarh,2021,3,Vivo,1306833,25.10
1277,Chhattisgarh,2021,3,Xiaomi,1175329,22.58
1278,Chhattisgarh,2021,3,Samsung,796963,15.31
1279,Chhattisgarh,2021,3,Oppo,605302,11.63
1280,Chhattisgarh,2021,3,Realme,464310,8.92
1281,Chhattisgarh,2021,3,Micromax,283826,5.45
1282,Chhattisgarh,2021,3,Apple,75098,1.44
1283,Chhattisgarh,2021,3,OnePlus,74197,1.43
1284,Chhattisgarh,2021,3,Motorola,41449,0.80
1285,Chhattisgarh,2021,3,Infinix,38832,0.75
1286,Chhattisgarh,2021,3,Others,343945,6.61
1287,Chhattisgarh,2021,4,Vivo,1423389,25.58
1288,Chhattisgarh,2021,4,Xiaomi,1243356,22.34
1289,Chhattisgarh,2021,4,Samsung,821562,14.76
1290,Chhattisgarh,2021,4,Oppo,651316,11.70
1291,Chhattisgarh,2021,4,Realme,551719,9.91
1292,Chhattisgarh,2021,4,Micromax,262792,4.72
1293,Chhattisgarh,2021,4,OnePlus,87470,1.57
1294,Chhattisgarh,2021,4,Apple,87360,1.57
1295,Chhattisgarh,2021,4,Infinix,47609,0.86
1296,Chhattisgarh,2021,4,Tecno,44668,0.80
1297,Chhattisgarh,2021,4,Others,344240,6.19
1298,Chhattisgarh,2022,1,Vivo,1531319,25.88
1299,Chhattisgarh,2022,1,Xiaomi,1301387,21.99
1300,Chhattisgarh,2022,1,Samsung,843988,14.26
1301,Chhattisgarh,2022,1,Oppo,702141,11.87
1302,Chhattisgarh,2022,1,Realme,629948,10.65
1303,Chhattisgarh,2022,1,Micromax,255953,4.33
1304,Chhattisgarh,2022,1,OnePlus,99485,1.68
1305,Chhattisgarh,2022,1,Apple,96555,1.63
1306,Chhattisgarh,2022,1,Tecno,57754,0.98
1307,Chhattisgarh,2022,1,Infinix,53501,0.90
1308,Chhattisgarh,2022,1,Others,344930,5.83
1309,Dadra and Nagar Haveli and Daman and Diu,2018,1,Xiaomi,12990,24.39
1310,Dadra and Nagar Haveli and Daman and Diu,2018,1,Samsung,10123,19.01
1311,Dadra and Nagar Haveli and Daman and Diu,2018,1,Vivo,8579,16.11
1312,Dadra and Nagar Haveli and Daman and Diu,2018,1,Oppo,5623,10.56
1313,Dadra and Nagar Haveli and Daman and Diu,2018,1,Realme,3008,5.65
1314,Dadra and Nagar Haveli and Daman and Diu,2018,1,Lenovo,1714,3.22
1315,Dadra and Nagar Haveli and Daman and Diu,2018,1,Motorola,1527,2.87
1316,Dadra and Nagar Haveli and Daman and Diu,2018,1,Apple,1436,2.70
1317,Dadra and Nagar Haveli and Daman and Diu,2018,1,OnePlus,1090,2.05
1318,Dadra and Nagar Haveli and Daman and Diu,2018,1,Micromax,847,1.59
1319,Dadra and Nagar Haveli and Daman and Diu,2018,1,Others,6321,11.87
1320,Dadra and Nagar Haveli and Daman and Diu,2018,2,Xiaomi,17620,24.66
1321,Dadra and Nagar Haveli and Daman and Diu,2018,2,Samsung,13325,18.65
1322,Dadra and Nagar Haveli and Daman and Diu,2018,2,Vivo,12204,17.08
1323,Dadra and Nagar Haveli and Daman and Diu,2018,2,Oppo,7585,10.61
1324,Dadra and Nagar Haveli and Daman and Diu,2018,2,Realme,3991,5.59
1325,Dadra and Nagar Haveli and Daman and Diu,2018,2,Lenovo,2117,2.96
1326,Dadra and Nagar Haveli and Daman and Diu,2018,2,Motorola,1935,2.71
1327,Dadra and Nagar Haveli and Daman and Diu,2018,2,Apple,1812,2.54
1328,Dadra and Nagar Haveli and Daman and Diu,2018,2,OnePlus,1328,1.86
1329,Dadra and Nagar Haveli and Daman and Diu,2018,2,Huawei,1132,1.58
1330,Dadra and Nagar Haveli and Daman and Diu,2018,2,Others,8409,11.77
1331,Dadra and Nagar Haveli and Daman and Diu,2018,3,Xiaomi,22407,24.33
1332,Dadra and Nagar Haveli and Daman and Diu,2018,3,Samsung,17165,18.64
1333,Dadra and Nagar Haveli and Daman and Diu,2018,3,Vivo,16781,18.22
1334,Dadra and Nagar Haveli and Daman and Diu,2018,3,Oppo,9875,10.72
1335,Dadra and Nagar Haveli and Daman and Diu,2018,3,Realme,5100,5.54
1336,Dadra and Nagar Haveli and Daman and Diu,2018,3,Lenovo,2523,2.74
1337,Dadra and Nagar Haveli and Daman and Diu,2018,3,Motorola,2378,2.58
1338,Dadra and Nagar Haveli and Daman and Diu,2018,3,Apple,2146,2.33
1339,Dadra and Nagar Haveli and Daman and Diu,2018,3,OnePlus,1545,1.68
1340,Dadra and Nagar Haveli and Daman and Diu,2018,3,Huawei,1514,1.64
1341,Dadra and Nagar Haveli and Daman and Diu,2018,3,Others,10673,11.59
1342,Dadra and Nagar Haveli and Daman and Diu,2018,4,Xiaomi,28477,24.44
1343,Dadra and Nagar Haveli and Daman and Diu,2018,4,Vivo,22409,19.23
1344,Dadra and Nagar Haveli and Daman and Diu,2018,4,Samsung,21520,18.47
1345,Dadra and Nagar Haveli and Daman and Diu,2018,4,Oppo,12699,10.90
1346,Dadra and Nagar Haveli and Daman and Diu,2018,4,Realme,6489,5.57
1347,Dadra and Nagar Haveli and Daman and Diu,2018,4,Lenovo,2931,2.52
1348,Dadra and Nagar Haveli and Daman and Diu,2018,4,Motorola,2811,2.41
1349,Dadra and Nagar Haveli and Daman and Diu,2018,4,Apple,2546,2.19
1350,Dadra and Nagar Haveli and Daman and Diu,2018,4,Huawei,2029,1.74
1351,Dadra and Nagar Haveli and Daman and Diu,2018,4,OnePlus,1795,1.54
1352,Dadra and Nagar Haveli and Daman and Diu,2018,4,Others,12805,10.99
1353,Dadra and Nagar Haveli and Daman and Diu,2019,1,Xiaomi,34460,24.52
1354,Dadra and Nagar Haveli and Daman and Diu,2019,1,Vivo,27883,19.84
1355,Dadra and Nagar Haveli and Daman and Diu,2019,1,Samsung,25799,18.36
1356,Dadra and Nagar Haveli and Daman and Diu,2019,1,Oppo,15701,11.17
1357,Dadra and Nagar Haveli and Daman and Diu,2019,1,Realme,7762,5.52
1358,Dadra and Nagar Haveli and Daman and Diu,2019,1,Lenovo,3296,2.35
1359,Dadra and Nagar Haveli and Daman and Diu,2019,1,Motorola,3175,2.26
1360,Dadra and Nagar Haveli and Daman and Diu,2019,1,Apple,2928,2.08
1361,Dadra and Nagar Haveli and Daman and Diu,2019,1,Huawei,2510,1.79
1362,Dadra and Nagar Haveli and Daman and Diu,2019,1,OnePlus,2058,1.46
1363,Dadra and Nagar Haveli and Daman and Diu,2019,1,Others,14960,10.65
1364,Dadra and Nagar Haveli and Daman and Diu,2019,2,Xiaomi,38996,24.59
1365,Dadra and Nagar Haveli and Daman and Diu,2019,2,Vivo,32183,20.29
1366,Dadra and Nagar Haveli and Daman and Diu,2019,2,Samsung,28908,18.23
1367,Dadra and Nagar Haveli and Daman and Diu,2019,2,Oppo,18106,11.42
1368,Dadra and Nagar Haveli and Daman and Diu,2019,2,Realme,8833,5.57
1369,Dadra and Nagar Haveli and Daman and Diu,2019,2,Lenovo,3513,2.22
1370,Dadra and Nagar Haveli and Daman and Diu,2019,2,Motorola,3454,2.18
1371,Dadra and Nagar Haveli and Daman and Diu,2019,2,Apple,3276,2.07
1372,Dadra and Nagar Haveli and Daman and Diu,2019,2,Huawei,2827,1.78
1373,Dadra and Nagar Haveli and Daman and Diu,2019,2,OnePlus,2202,1.39
1374,Dadra and Nagar Haveli and Daman and Diu,2019,2,Others,16282,10.27
1375,Dadra and Nagar Haveli and Daman and Diu,2019,3,Xiaomi,43202,24.42
1376,Dadra and Nagar Haveli and Daman and Diu,2019,3,Vivo,37115,20.98
1377,Dadra and Nagar Haveli and Daman and Diu,2019,3,Samsung,31867,18.01
1378,Dadra and Nagar Haveli and Daman and Diu,2019,3,Oppo,20623,11.66
1379,Dadra and Nagar Haveli and Daman and Diu,2019,3,Realme,10150,5.74
1380,Dadra and Nagar Haveli and Daman and Diu,2019,3,Lenovo,3660,2.07
1381,Dadra and Nagar Haveli and Daman and Diu,2019,3,Motorola,3640,2.06
1382,Dadra and Nagar Haveli and Daman and Diu,2019,3,Apple,3605,2.04
1383,Dadra and Nagar Haveli and Daman and Diu,2019,3,Huawei,3096,1.75
1384,Dadra and Nagar Haveli and Daman and Diu,2019,3,OnePlus,2366,1.34
1385,Dadra and Nagar Haveli and Daman and Diu,2019,3,Others,17605,9.95
1386,Dadra and Nagar Haveli and Daman and Diu,2019,4,Xiaomi,48012,24.30
1387,Dadra and Nagar Haveli and Daman and Diu,2019,4,Vivo,42886,21.70
1388,Dadra and Nagar Haveli and Daman and Diu,2019,4,Samsung,35031,17.73
1389,Dadra and Nagar Haveli and Daman and Diu,2019,4,Oppo,23415,11.85
1390,Dadra and Nagar Haveli and Daman and Diu,2019,4,Realme,12044,6.10
1391,Dadra and Nagar Haveli and Daman and Diu,2019,4,Apple,3874,1.96
1392,Dadra and Nagar Haveli and Daman and Diu,2019,4,Motorola,3849,1.95
1393,Dadra and Nagar Haveli and Daman and Diu,2019,4,Lenovo,3794,1.92
1394,Dadra and Nagar Haveli and Daman and Diu,2019,4,Huawei,3405,1.72
1395,Dadra and Nagar Haveli and Daman and Diu,2019,4,OnePlus,2529,1.28
1396,Dadra and Nagar Haveli and Daman and Diu,2019,4,Others,18759,9.49
1397,Dadra and Nagar Haveli and Daman and Diu,2020,1,Xiaomi,52683,24.11
1398,Dadra and Nagar Haveli and Daman and Diu,2020,1,Vivo,48874,22.37
1399,Dadra and Nagar Haveli and Daman and Diu,2020,1,Samsung,38134,17.45
1400,Dadra and Nagar Haveli and Daman and Diu,2020,1,Oppo,26282,12.03
1401,Dadra and Nagar Haveli and Daman and Diu,2020,1,Realme,13927,6.37
1402,Dadra and Nagar Haveli and Daman and Diu,2020,1,Apple,4178,1.91
1403,Dadra and Nagar Haveli and Daman and Diu,2020,1,Motorola,4028,1.84
1404,Dadra and Nagar Haveli and Daman and Diu,2020,1,Lenovo,3944,1.81
1405,Dadra and Nagar Haveli and Daman and Diu,2020,1,Huawei,3732,1.71
1406,Dadra and Nagar Haveli and Daman and Diu,2020,1,OnePlus,2682,1.23
1407,Dadra and Nagar Haveli and Daman and Diu,2020,1,Others,20032,9.17
1408,Dadra and Nagar Haveli and Daman and Diu,2020,2,Xiaomi,58073,23.72
1409,Dadra and Nagar Haveli and Daman and Diu,2020,2,Vivo,56525,23.09
1410,Dadra and Nagar Haveli and Daman and Diu,2020,2,Samsung,42346,17.30
1411,Dadra and Nagar Haveli and Daman and Diu,2020,2,Oppo,29921,12.22
1412,Dadra and Nagar Haveli and Daman and Diu,2020,2,Realme,16175,6.61
1413,Dadra and Nagar Haveli and Daman and Diu,2020,2,Apple,4502,1.84
1414,Dadra and Nagar Haveli and Daman and Diu,2020,2,Motorola,4308,1.76
1415,Dadra and Nagar Haveli and Daman and Diu,2020,2,Lenovo,4157,1.70
1416,Dadra and Nagar Haveli and Daman and Diu,2020,2,Huawei,4069,1.66
1417,Dadra and Nagar Haveli and Daman and Diu,2020,2,OnePlus,2817,1.15
1418,Dadra and Nagar Haveli and Daman and Diu,2020,2,Others,21921,8.95
1419,Dadra and Nagar Haveli and Daman and Diu,2020,3,Vivo,63527,23.71
1420,Dadra and Nagar Haveli and Daman and Diu,2020,3,Xiaomi,62612,23.37
1421,Dadra and Nagar Haveli and Daman and Diu,2020,3,Samsung,46194,17.24
1422,Dadra and Nagar Haveli and Daman and Diu,2020,3,Oppo,33220,12.40
1423,Dadra and Nagar Haveli and Daman and Diu,2020,3,Realme,18327,6.84
1424,Dadra and Nagar Haveli and Daman and Diu,2020,3,Apple,4852,1.81
1425,Dadra and Nagar Haveli and Daman and Diu,2020,3,Motorola,4473,1.67
1426,Dadra and Nagar Haveli and Daman and Diu,2020,3,Huawei,4325,1.61
1427,Dadra and Nagar Haveli and Daman and Diu,2020,3,Lenovo,4294,1.60
1428,Dadra and Nagar Haveli and Daman and Diu,2020,3,OnePlus,2971,1.11
1429,Dadra and Nagar Haveli and Daman and Diu,2020,3,Others,23151,8.64
1430,Dadra and Nagar Haveli and Daman and Diu,2020,4,Vivo,71995,24.28
1431,Dadra and Nagar Haveli and Daman and Diu,2020,4,Xiaomi,68314,23.04
1432,Dadra and Nagar Haveli and Daman and Diu,2020,4,Samsung,50714,17.10
1433,Dadra and Nagar Haveli and Daman and Diu,2020,4,Oppo,36932,12.46
1434,Dadra and Nagar Haveli and Daman and Diu,2020,4,Realme,20993,7.08
1435,Dadra and Nagar Haveli and Daman and Diu,2020,4,Apple,5335,1.80
1436,Dadra and Nagar Haveli and Daman and Diu,2020,4,Motorola,4712,1.59
1437,Dadra and Nagar Haveli and Daman and Diu,2020,4,Huawei,4635,1.56
1438,Dadra and Nagar Haveli and Daman and Diu,2020,4,Lenovo,4516,1.52
1439,Dadra and Nagar Haveli and Daman and Diu,2020,4,OnePlus,3173,1.07
1440,Dadra and Nagar Haveli and Daman and Diu,2020,4,Others,25174,8.49
1441,Dadra and Nagar Haveli and Daman and Diu,2021,1,Vivo,79699,24.80
1442,Dadra and Nagar Haveli and Daman and Diu,2021,1,Xiaomi,73383,22.83
1443,Dadra and Nagar Haveli and Daman and Diu,2021,1,Samsung,54230,16.87
1444,Dadra and Nagar Haveli and Daman and Diu,2021,1,Oppo,40045,12.46
1445,Dadra and Nagar Haveli and Daman and Diu,2021,1,Realme,23882,7.43
1446,Dadra and Nagar Haveli and Daman and Diu,2021,1,Apple,5784,1.80
1447,Dadra and Nagar Haveli and Daman and Diu,2021,1,Huawei,4871,1.52
1448,Dadra and Nagar Haveli and Daman and Diu,2021,1,Motorola,4859,1.51
1449,Dadra and Nagar Haveli and Daman and Diu,2021,1,Lenovo,4531,1.41
1450,Dadra and Nagar Haveli and Daman and Diu,2021,1,Tecno,3575,1.11
1451,Dadra and Nagar Haveli and Daman and Diu,2021,1,Others,26537,8.26
1452,Dadra and Nagar Haveli and Daman and Diu,2021,2,Vivo,87001,25.22
1453,Dadra and Nagar Haveli and Daman and Diu,2021,2,Xiaomi,77605,22.49
1454,Dadra and Nagar Haveli and Daman and Diu,2021,2,Samsung,57137,16.56
1455,Dadra and Nagar Haveli and Daman and Diu,2021,2,Oppo,43131,12.50
1456,Dadra and Nagar Haveli and Daman and Diu,2021,2,Realme,27996,8.11
1457,Dadra and Nagar Haveli and Daman and Diu,2021,2,Apple,6273,1.82
1458,Dadra and Nagar Haveli and Daman and Diu,2021,2,Huawei,4834,1.40
1459,Dadra and Nagar Haveli and Daman and Diu,2021,2,Motorola,4803,1.39
1460,Dadra and Nagar Haveli and Daman and Diu,2021,2,Tecno,4453,1.29
1461,Dadra and Nagar Haveli and Daman and Diu,2021,2,Lenovo,4280,1.24
1462,Dadra and Nagar Haveli and Daman and Diu,2021,2,Others,27481,7.97
1463,Dadra and Nagar Haveli and Daman and Diu,2021,3,Vivo,95723,25.74
1464,Dadra and Nagar Haveli and Daman and Diu,2021,3,Xiaomi,82367,22.15
1465,Dadra and Nagar Haveli and Daman and Diu,2021,3,Samsung,59023,15.87
1466,Dadra and Nagar Haveli and Daman and Diu,2021,3,Oppo,46708,12.56
1467,Dadra and Nagar Haveli and Daman and Diu,2021,3,Realme,32929,8.85
1468,Dadra and Nagar Haveli and Daman and Diu,2021,3,Apple,6802,1.83
1469,Dadra and Nagar Haveli and Daman and Diu,2021,3,Tecno,5777,1.55
1470,Dadra and Nagar Haveli and Daman and Diu,2021,3,Motorola,4807,1.29
1471,Dadra and Nagar Haveli and Daman and Diu,2021,3,Huawei,4785,1.29
1472,Dadra and Nagar Haveli and Daman and Diu,2021,3,Infinix,4734,1.27
1473,Dadra and Nagar Haveli and Daman and Diu,2021,3,Others,28219,7.59
1474,Dadra and Nagar Haveli and Daman and Diu,2021,4,Vivo,104203,26.12
1475,Dadra and Nagar Haveli and Daman and Diu,2021,4,Xiaomi,85964,21.55
1476,Dadra and Nagar Haveli and Daman and Diu,2021,4,Samsung,61231,15.35
1477,Dadra and Nagar Haveli and Daman and Diu,2021,4,Oppo,50155,12.57
1478,Dadra and Nagar Haveli and Daman and Diu,2021,4,Realme,39211,9.83
1479,Dadra and Nagar Haveli and Daman and Diu,2021,4,Apple,7542,1.89
1480,Dadra and Nagar Haveli and Daman and Diu,2021,4,Tecno,6955,1.74
1481,Dadra and Nagar Haveli and Daman and Diu,2021,4,Infinix,6018,1.51
1482,Dadra and Nagar Haveli and Daman and Diu,2021,4,OnePlus,5332,1.34
1483,Dadra and Nagar Haveli and Daman and Diu,2021,4,Motorola,4828,1.21
1484,Dadra and Nagar Haveli and Daman and Diu,2021,4,Others,27524,6.90
1485,Dadra and Nagar Haveli and Daman and Diu,2022,1,Vivo,111699,26.31
1486,Dadra and Nagar Haveli and Daman and Diu,2022,1,Xiaomi,89446,21.07
1487,Dadra and Nagar Haveli and Daman and Diu,2022,1,Samsung,63414,14.94
1488,Dadra and Nagar Haveli and Daman and Diu,2022,1,Oppo,53652,12.64
1489,Dadra and Nagar Haveli and Daman and Diu,2022,1,Realme,44772,10.55
1490,Dadra and Nagar Haveli and Daman and Diu,2022,1,Apple,8300,1.95
1491,Dadra and Nagar Haveli and Daman and Diu,2022,1,Tecno,8287,1.95
1492,Dadra and Nagar Haveli and Daman and Diu,2022,1,Infinix,6909,1.63
1493,Dadra and Nagar Haveli and Daman and Diu,2022,1,OnePlus,5945,1.40
1494,Dadra and Nagar Haveli and Daman and Diu,2022,1,Motorola,4850,1.14
1495,Dadra and Nagar Haveli and Daman and Diu,2022,1,Others,27296,6.43
1496,Delhi,2018,1,Xiaomi,529823,25.39
1497,Delhi,2018,1,Samsung,407203,19.51
1498,Delhi,2018,1,Vivo,223992,10.73
1499,Delhi,2018,1,Oppo,186309,8.93
1500,Delhi,2018,1,Apple,138507,6.64
1501,Delhi,2018,1,Realme,88082,4.22
1502,Delhi,2018,1,OnePlus,86368,4.14
1503,Delhi,2018,1,Motorola,83639,4.01
1504,Delhi,2018,1,Lenovo,52568,2.52
1505,Delhi,2018,1,Huawei,37398,1.79
1506,Delhi,2018,1,Others,253133,12.13
1507,Delhi,2018,2,Xiaomi,708839,25.72
1508,Delhi,2018,2,Samsung,532749,19.33
1509,Delhi,2018,2,Vivo,313719,11.38
1510,Delhi,2018,2,Oppo,254431,9.23
1511,Delhi,2018,2,Apple,176650,6.41
1512,Delhi,2018,2,Realme,113976,4.14
1513,Delhi,2018,2,Motorola,107679,3.91
1514,Delhi,2018,2,OnePlus,106333,3.86
1515,Delhi,2018,2,Lenovo,66497,2.41
1516,Delhi,2018,2,Huawei,50115,1.82
1517,Delhi,2018,2,Others,325153,11.80
1518,Delhi,2018,3,Xiaomi,908753,25.93
1519,Delhi,2018,3,Samsung,673829,19.23
1520,Delhi,2018,3,Vivo,424455,12.11
1521,Delhi,2018,3,Oppo,332529,9.49
1522,Delhi,2018,3,Apple,218858,6.24
1523,Delhi,2018,3,Realme,140759,4.02
1524,Delhi,2018,3,Motorola,133126,3.80
1525,Delhi,2018,3,OnePlus,126799,3.62
1526,Delhi,2018,3,Lenovo,80056,2.28
1527,Delhi,2018,3,Huawei,63709,1.82
1528,Delhi,2018,3,Others,402038,11.47
1529,Delhi,2018,4,Xiaomi,1206379,26.05
1530,Delhi,2018,4,Samsung,892643,19.28
1531,Delhi,2018,4,Vivo,605041,13.07
1532,Delhi,2018,4,Oppo,464753,10.04
1533,Delhi,2018,4,Apple,279775,6.04
1534,Delhi,2018,4,Realme,181855,3.93
1535,Delhi,2018,4,Motorola,165627,3.58
1536,Delhi,2018,4,OnePlus,155837,3.37
1537,Delhi,2018,4,Lenovo,98258,2.12
1538,Delhi,2018,4,Huawei,84942,1.83
1539,Delhi,2018,4,Others,495203,10.69
1540,Delhi,2019,1,Xiaomi,1428603,25.98
1541,Delhi,2019,1,Samsung,1061515,19.30
1542,Delhi,2019,1,Vivo,755967,13.75
1543,Delhi,2019,1,Oppo,576484,10.48
1544,Delhi,2019,1,Apple,324092,5.89
1545,Delhi,2019,1,Realme,213758,3.89
1546,Delhi,2019,1,Motorola,186450,3.39
1547,Delhi,2019,1,OnePlus,175334,3.19
1548,Delhi,2019,1,Lenovo,109111,1.98
1549,Delhi,2019,1,Huawei,102139,1.86
1550,Delhi,2019,1,Others,565810,10.29
1551,Delhi,2019,2,Xiaomi,1597465,25.91
1552,Delhi,2019,2,Samsung,1188974,19.28
1553,Delhi,2019,2,Vivo,879650,14.27
1554,Delhi,2019,2,Oppo,664693,10.78
1555,Delhi,2019,2,Apple,360575,5.85
1556,Delhi,2019,2,Realme,240746,3.90
1557,Delhi,2019,2,Motorola,200193,3.25
1558,Delhi,2019,2,OnePlus,191881,3.11
1559,Delhi,2019,2,Lenovo,115488,1.87
1560,Delhi,2019,2,Huawei,114662,1.86
1561,Delhi,2019,2,Others,611121,9.91
1562,Delhi,2019,3,Xiaomi,1749719,25.80
1563,Delhi,2019,3,Samsung,1305636,19.25
1564,Delhi,2019,3,Vivo,1001823,14.77
1565,Delhi,2019,3,Oppo,749989,11.06
1566,Delhi,2019,3,Apple,392389,5.79
1567,Delhi,2019,3,Realme,269723,3.98
1568,Delhi,2019,3,Motorola,210710,3.11
1569,Delhi,2019,3,OnePlus,206752,3.05
1570,Delhi,2019,3,Huawei,125962,1.86
1571,Delhi,2019,3,Lenovo,119861,1.77
1572,Delhi,2019,3,Others,649722,9.58
1573,Delhi,2019,4,Xiaomi,1872284,25.68
1574,Delhi,2019,4,Samsung,1394404,19.13
1575,Delhi,2019,4,Vivo,1114120,15.28
1576,Delhi,2019,4,Oppo,825921,11.33
1577,Delhi,2019,4,Apple,414754,5.69
1578,Delhi,2019,4,Realme,300540,4.12
1579,Delhi,2019,4,Motorola,217242,2.98
1580,Delhi,2019,4,OnePlus,216727,2.97
1581,Delhi,2019,4,Huawei,134371,1.84
1582,Delhi,2019,4,Lenovo,121793,1.67
1583,Delhi,2019,4,Others,677727,9.30
1584,Delhi,2020,1,Xiaomi,1998766,25.54
1585,Delhi,2020,1,Samsung,1484289,18.97
1586,Delhi,2020,1,Vivo,1238728,15.83
1587,Delhi,2020,1,Oppo,909331,11.62
1588,Delhi,2020,1,Apple,436979,5.58
1589,Delhi,2020,1,Realme,333567,4.26
1590,Delhi,2020,1,OnePlus,225852,2.89
1591,Delhi,2020,1,Motorola,223909,2.86
1592,Delhi,2020,1,Huawei,142660,1.82
1593,Delhi,2020,1,Lenovo,124278,1.59
1594,Delhi,2020,1,Others,707838,9.04
1595,Delhi,2020,2,Xiaomi,2125586,25.33
1596,Delhi,2020,2,Samsung,1585854,18.90
1597,Delhi,2020,2,Vivo,1364186,16.26
1598,Delhi,2020,2,Oppo,1002444,11.95
1599,Delhi,2020,2,Apple,458450,5.46
1600,Delhi,2020,2,Realme,366179,4.36
1601,Delhi,2020,2,OnePlus,233802,2.79
1602,Delhi,2020,2,Motorola,231246,2.76
1603,Delhi,2020,2,Huawei,150807,1.80
1604,Delhi,2020,2,Lenovo,127388,1.52
1605,Delhi,2020,2,Others,745197,8.88
1606,Delhi,2020,3,Xiaomi,2264717,25.04
1607,Delhi,2020,3,Samsung,1707446,18.88
1608,Delhi,2020,3,Vivo,1516602,16.77
1609,Delhi,2020,3,Oppo,1106202,12.23
1610,Delhi,2020,3,Apple,485868,5.37
1611,Delhi,2020,3,Realme,406930,4.50
1612,Delhi,2020,3,OnePlus,244532,2.70
1613,Delhi,2020,3,Motorola,238737,2.64
1614,Delhi,2020,3,Huawei,159503,1.76
1615,Delhi,2020,3,Lenovo,131036,1.45
1616,Delhi,2020,3,Others,782601,8.65
1617,Delhi,2020,4,Xiaomi,2416705,24.79
1618,Delhi,2020,4,Samsung,1842707,18.90
1619,Delhi,2020,4,Vivo,1673743,17.17
1620,Delhi,2020,4,Oppo,1209582,12.41
1621,Delhi,2020,4,Apple,518592,5.32
1622,Delhi,2020,4,Realme,452392,4.64
1623,Delhi,2020,4,OnePlus,256533,2.63
1624,Delhi,2020,4,Motorola,246834,2.53
1625,Delhi,2020,4,Huawei,168898,1.73
1626,Delhi,2020,4,Lenovo,134947,1.38
1627,Delhi,2020,4,Others,827035,8.48
1628,Delhi,2021,1,Xiaomi,2575350,24.60
1629,Delhi,2021,1,Samsung,1963994,18.76
1630,Delhi,2021,1,Vivo,1839180,17.57
1631,Delhi,2021,1,Oppo,1318743,12.60
1632,Delhi,2021,1,Apple,555462,5.31
1633,Delhi,2021,1,Realme,511070,4.88
1634,Delhi,2021,1,OnePlus,269742,2.58
1635,Delhi,2021,1,Motorola,253270,2.42
1636,Delhi,2021,1,Huawei,175712,1.68
1637,Delhi,2021,1,Lenovo,137068,1.31
1638,Delhi,2021,1,Others,867619,8.29
1639,Delhi,2021,2,Xiaomi,2731995,24.43
1640,Delhi,2021,2,Samsung,2070161,18.51
1641,Delhi,2021,2,Vivo,2011494,17.99
1642,Delhi,2021,2,Oppo,1432860,12.81
1643,Delhi,2021,2,Realme,596308,5.33
1644,Delhi,2021,2,Apple,591905,5.29
1645,Delhi,2021,2,OnePlus,291216,2.60
1646,Delhi,2021,2,Motorola,252565,2.26
1647,Delhi,2021,2,Huawei,176234,1.58
1648,Delhi,2021,2,Lenovo,134680,1.20
1649,Delhi,2021,2,Others,893281,7.99
1650,Delhi,2021,3,Xiaomi,2897206,24.18
1651,Delhi,2021,3,Vivo,2220413,18.53
1652,Delhi,2021,3,Samsung,2149622,17.94
1653,Delhi,2021,3,Oppo,1566918,13.08
1654,Delhi,2021,3,Realme,707377,5.90
1655,Delhi,2021,3,Apple,631640,5.27
1656,Delhi,2021,3,OnePlus,331920,2.77
1657,Delhi,2021,3,Motorola,250528,2.09
1658,Delhi,2021,3,Huawei,172290,1.44
1659,Delhi,2021,3,Tecno,148235,1.24
1660,Delhi,2021,3,Others,903912,7.55
1661,Delhi,2021,4,Xiaomi,3028207,23.69
1662,Delhi,2021,4,Vivo,2413197,18.88
1663,Delhi,2021,4,Samsung,2238115,17.51
1664,Delhi,2021,4,Oppo,1697646,13.28
1665,Delhi,2021,4,Realme,840595,6.57
1666,Delhi,2021,4,Apple,705541,5.52
1667,Delhi,2021,4,OnePlus,369158,2.89
1668,Delhi,2021,4,Motorola,250976,1.96
1669,Delhi,2021,4,Tecno,176336,1.38
1670,Delhi,2021,4,Huawei,166930,1.31
1671,Delhi,2021,4,Others,898426,7.03
1672,Delhi,2022,1,Xiaomi,3155264,23.30
1673,Delhi,2022,1,Vivo,2586749,19.11
1674,Delhi,2022,1,Samsung,2320460,17.14
1675,Delhi,2022,1,Oppo,1817979,13.43
