,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
2470,Madhya Pradesh,2023,1,Peer-to-peer payments,263524301,8.09389E+11
2471,Madhya Pradesh,2023,1,Recharge & bill payments,65818962,43725957842
2472,Madhya Pradesh,2023,1,Financial Services,226835,236606773
2473,Madhya Pradesh,2023,1,Others,618522,393634973
2474,Madhya Pradesh,2023,2,Merchant payments,479498828,2.36961E+11
2475,Madhya Pradesh,2023,2,Peer-to-peer payments,294125925,9.16103E+11
2476,Madhya Pradesh,2023,2,Recharge & bill payments,73584106,48712706741
2477,Madhya Pradesh,2023,2,Financial Services,248905,289207465
2478,Madhya Pradesh,2023,2,Others,579296,375754606
2479,Madhya Pradesh,2023,3,Merchant payments,567760229,2.55858E+11
2480,Madhya Pradesh,2023,3,Peer-to-peer payments,333209928,9.29775E+11
2481,Madhya Pradesh,2023,3,Recharge & bill payments,76997837,51434802126
2482,Madhya Pradesh,2023,3,Financial Services,318662,408838885
2483,Madhya Pradesh,2023,3,Others,525937,344868455
2484,Madhya Pradesh,2023,4,Merchant payments,648920525,3.04241E+11
2485,Madhya Pradesh,2023,4,Peer-to-peer payments,373769167,1.06338E+12
2486,Madhya Pradesh,2023,4,Recharge & bill payments,78674422,58049633385
2487,Madhya Pradesh,2023,4,Financial Services,394962,494411136
2488,Madhya Pradesh,2023,4,Others,535537,336607811
2489,Madhya Pradesh,2024,1,Merchant payments,760567063,3.50365E+11
2490,Madhya Pradesh,2024,1,Peer-to-peer payments,434322438,1.20975E+12
2491,Madhya Pradesh,2024,1,Recharge & bill payments,90377724,64385288241
2492,Madhya Pradesh,2024,1,Financial Services,392922,591281376
2493,Madhya Pradesh,2024,1,Others,496467,330986291
2494,Maharashtra,2018,1,Recharge & bill payments,9670237,2283567431
2495,Maharashtra,2018,1,Peer-to-peer payments,5227770,18283896465
2496,Maharashtra,2018,1,Merchant payments,616779,576964071
2497,Maharashtra,2018,1,Financial Services,235051,60997258
2498,Maharashtra,2018,1,Others,637197,506188033
2499,Maharashtra,2018,2,Recharge & bill payments,12384216,3725800359
2500,Maharashtra,2018,2,Peer-to-peer payments,7772336,30782831246
2501,Maharashtra,2018,2,Merchant payments,1306326,1226121649
2502,Maharashtra,2018,2,Financial Services,262875,85545909
2503,Maharashtra,2018,2,Others,559987,536758078
2504,Maharashtra,2018,3,Recharge & bill payments,14371791,4547486090
2505,Maharashtra,2018,3,Peer-to-peer payments,13470065,45466534004
2506,Maharashtra,2018,3,Merchant payments,2797204,1702220875
2507,Maharashtra,2018,3,Financial Services,234598,52348968
2508,Maharashtra,2018,3,Others,664880,492227796
2509,Maharashtra,2018,4,Peer-to-peer payments,20824667,68974011019
2510,Maharashtra,2018,4,Recharge & bill payments,18071025,5860865070
2511,Maharashtra,2018,4,Merchant payments,6047705,3985195742
2512,Maharashtra,2018,4,Financial Services,325121,77345547
2513,Maharashtra,2018,4,Others,821705,621519669
2514,Maharashtra,2019,1,Peer-to-peer payments,37360716,97373087988
2515,Maharashtra,2019,1,Recharge & bill payments,24540041,8256500587
2516,Maharashtra,2019,1,Merchant payments,12069119,5172594696
2517,Maharashtra,2019,1,Financial Services,287569,49487746
2518,Maharashtra,2019,1,Others,821624,569019904
2519,Maharashtra,2019,2,Peer-to-peer payments,42546317,1.30558E+11
2520,Maharashtra,2019,2,Recharge & bill payments,29395661,12197234771
2521,Maharashtra,2019,2,Merchant payments,27854042,9728561727
2522,Maharashtra,2019,2,Financial Services,182840,45291636
2523,Maharashtra,2019,2,Others,1170993,765228266
2524,Maharashtra,2019,3,Peer-to-peer payments,57991699,1.65732E+11
2525,Maharashtra,2019,3,Merchant payments,54683738,17545729507
2526,Maharashtra,2019,3,Recharge & bill payments,34309301,15471698544
2527,Maharashtra,2019,3,Financial Services,231467,54108447
2528,Maharashtra,2019,3,Others,1519376,814284078
2529,Maharashtra,2019,4,Merchant payments,80127804,27209874138
2530,Maharashtra,2019,4,Peer-to-peer payments,78795871,2.27268E+11
2531,Maharashtra,2019,4,Recharge & bill payments,40705998,17794666215
2532,Maharashtra,2019,4,Financial Services,129755,49622864
2533,Maharashtra,2019,4,Others,1501192,672210825
2534,Maharashtra,2020,1,Merchant payments,100337738,35200130305
2535,Maharashtra,2020,1,Peer-to-peer payments,87067410,2.62541E+11
2536,Maharashtra,2020,1,Recharge & bill payments,50199498,21603565070
2537,Maharashtra,2020,1,Financial Services,123476,91363684
2538,Maharashtra,2020,1,Others,1215959,558931963
2539,Maharashtra,2020,2,Peer-to-peer payments,74295930,2.39933E+11
2540,Maharashtra,2020,2,Recharge & bill payments,60856480,23112343247
2541,Maharashtra,2020,2,Merchant payments,48965388,32859184582
2542,Maharashtra,2020,2,Financial Services,206461,211733276
2543,Maharashtra,2020,2,Others,466502,242917371
2544,Maharashtra,2020,3,Peer-to-peer payments,108436214,3.51556E+11
2545,Maharashtra,2020,3,Merchant payments,100808237,60171102124
2546,Maharashtra,2020,3,Recharge & bill payments,58082283,27915727883
2547,Maharashtra,2020,3,Financial Services,325453,333669600
2548,Maharashtra,2020,3,Others,658737,331024593
2549,Maharashtra,2020,4,Merchant payments,189845640,1.03805E+11
2550,Maharashtra,2020,4,Peer-to-peer payments,151741840,4.85748E+11
2551,Maharashtra,2020,4,Recharge & bill payments,64556682,31556917822
2552,Maharashtra,2020,4,Financial Services,398409,418399993
2553,Maharashtra,2020,4,Others,1078433,627692680
2554,Maharashtra,2021,1,Merchant payments,253043309,1.29493E+11
2555,Maharashtra,2021,1,Peer-to-peer payments,187021609,5.99213E+11
2556,Maharashtra,2021,1,Recharge & bill payments,76389103,40057211827
2557,Maharashtra,2021,1,Financial Services,439551,492900203
2558,Maharashtra,2021,1,Others,966668,630909553
2559,Maharashtra,2021,2,Merchant payments,247194293,1.50864E+11
2560,Maharashtra,2021,2,Peer-to-peer payments,228551961,7.1986E+11
2561,Maharashtra,2021,2,Recharge & bill payments,96271138,43154405548
2562,Maharashtra,2021,2,Financial Services,504252,536780917
2563,Maharashtra,2021,2,Others,1094842,699738248
2564,Maharashtra,2021,3,Merchant payments,390051884,2.16702E+11
2565,Maharashtra,2021,3,Peer-to-peer payments,296951706,8.90861E+11
2566,Maharashtra,2021,3,Recharge & bill payments,103943973,50242023586
2567,Maharashtra,2021,3,Financial Services,448646,579098939
2568,Maharashtra,2021,3,Others,1477851,873324624
2569,Maharashtra,2021,4,Merchant payments,540351277,3.05512E+11
2570,Maharashtra,2021,4,Peer-to-peer payments,361865450,1.10986E+12
2571,Maharashtra,2021,4,Recharge & bill payments,105990417,58087950922
2572,Maharashtra,2021,4,Financial Services,606265,707102765
2573,Maharashtra,2021,4,Others,1918093,1188658731
2574,Maharashtra,2022,1,Merchant payments,646277671,3.4024E+11
2575,Maharashtra,2022,1,Peer-to-peer payments,411989717,1.27489E+12
2576,Maharashtra,2022,1,Recharge & bill payments,108896881,64507860104
2577,Maharashtra,2022,1,Financial Services,583243,677612619
2578,Maharashtra,2022,1,Others,1758926,1084139454
2579,Maharashtra,2022,2,Merchant payments,810961772,4.28469E+11
2580,Maharashtra,2022,2,Peer-to-peer payments,470258043,1.5012E+12
2581,Maharashtra,2022,2,Recharge & bill payments,124280427,75110969246
2582,Maharashtra,2022,2,Financial Services,490152,559321829
2583,Maharashtra,2022,2,Others,1542719,930827919
2584,Maharashtra,2022,3,Merchant payments,876618082,4.32251E+11
2585,Maharashtra,2022,3,Peer-to-peer payments,483481713,1.43457E+12
2586,Maharashtra,2022,3,Recharge & bill payments,124545840,79360150487
2587,Maharashtra,2022,3,Financial Services,521362,571583116
2588,Maharashtra,2022,3,Others,1222420,831183386
2589,Maharashtra,2022,4,Merchant payments,1025666187,5.02661E+11
2590,Maharashtra,2022,4,Peer-to-peer payments,535142126,1.62262E+12
2591,Maharashtra,2022,4,Recharge & bill payments,126118544,83576414221
2592,Maharashtra,2022,4,Financial Services,620124,699276779
2593,Maharashtra,2022,4,Others,1228291,914951674
2594,Maharashtra,2023,1,Merchant payments,1134579287,5.02988E+11
2595,Maharashtra,2023,1,Peer-to-peer payments,572326605,1.75275E+12
2596,Maharashtra,2023,1,Recharge & bill payments,139414546,1.04828E+11
2597,Maharashtra,2023,1,Financial Services,667987,763120514
2598,Maharashtra,2023,1,Others,1280074,953990262
2599,Maharashtra,2023,2,Merchant payments,1289778683,5.67714E+11
2600,Maharashtra,2023,2,Peer-to-peer payments,620475611,1.92375E+12
2601,Maharashtra,2023,2,Recharge & bill payments,151613474,1.12847E+11
2602,Maharashtra,2023,2,Financial Services,697164,821061690
2603,Maharashtra,2023,2,Others,1152916,870693412
2604,Maharashtra,2023,3,Merchant payments,1442968360,6.23156E+11
2605,Maharashtra,2023,3,Peer-to-peer payments,689021709,2.00615E+12
2606,Maharashtra,2023,3,Recharge & bill payments,156785138,1.20948E+11
2607,Maharashtra,2023,3,Financial Services,824436,1088491523
2608,Maharashtra,2023,3,Others,1078944,831084802
2609,Maharashtra,2023,4,Merchant payments,1646497204,7.07863E+11
2610,Maharashtra,2023,4,Peer-to-peer payments,767517612,2.2541E+12
2611,Maharashtra,2023,4,Recharge & bill payments,155965094,1.33822E+11
2612,Maharashtra,2023,4,Financial Services,1025481,1362709031
2613,Maharashtra,2023,4,Others,1157334,863555358
2614,Maharashtra,2024,1,Merchant payments,1821471481,7.54044E+11
2615,Maharashtra,2024,1,Peer-to-peer payments,843766518,2.47299E+12
2616,Maharashtra,2024,1,Recharge & bill payments,168431872,1.43453E+11
2617,Maharashtra,2024,1,Financial Services,1024838,1577112130
2618,Maharashtra,2024,1,Others,1075772,830361250
2619,Manipur,2018,1,Recharge & bill payments,50212,6463185
2620,Manipur,2018,1,Peer-to-peer payments,26382,115495174
2621,Manipur,2018,1,Financial Services,2660,412580
2622,Manipur,2018,1,Merchant payments,1614,3616476
2623,Manipur,2018,1,Others,3201,2058761
2624,Manipur,2018,2,Recharge & bill payments,77991,11541248
2625,Manipur,2018,2,Peer-to-peer payments,60365,232157390
2626,Manipur,2018,2,Financial Services,5992,1241901
2627,Manipur,2018,2,Merchant payments,4041,5366760
2628,Manipur,2018,2,Others,3332,2902423
2629,Manipur,2018,3,Peer-to-peer payments,95204,357768750
2630,Manipur,2018,3,Recharge & bill payments,81323,13912990
2631,Manipur,2018,3,Merchant payments,7396,9180954
2632,Manipur,2018,3,Financial Services,2577,333082
2633,Manipur,2018,3,Others,2758,2135469
2634,Manipur,2018,4,Recharge & bill payments,113507,18898063
2635,Manipur,2018,4,Peer-to-peer payments,104872,562009596
2636,Manipur,2018,4,Merchant payments,13333,20685433
2637,Manipur,2018,4,Financial Services,1452,307325
2638,Manipur,2018,4,Others,2946,3783142
2639,Manipur,2019,1,Peer-to-peer payments,127067,619919871
2640,Manipur,2019,1,Recharge & bill payments,120000,22106830
2641,Manipur,2019,1,Merchant payments,15190,14580183
2642,Manipur,2019,1,Financial Services,800,174777
2643,Manipur,2019,1,Others,2352,3116399
2644,Manipur,2019,2,Peer-to-peer payments,120153,679785849
2645,Manipur,2019,2,Recharge & bill payments,116500,23573234
2646,Manipur,2019,2,Merchant payments,18044,15996651
2647,Manipur,2019,2,Financial Services,387,91955
2648,Manipur,2019,2,Others,2341,3342253
2649,Manipur,2019,3,Recharge & bill payments,180057,36634657
2650,Manipur,2019,3,Peer-to-peer payments,144965,803335617
2651,Manipur,2019,3,Merchant payments,17683,20490224
2652,Manipur,2019,3,Financial Services,358,367866
2653,Manipur,2019,3,Others,1945,2723639
2654,Manipur,2019,4,Recharge & bill payments,212136,44202547
2655,Manipur,2019,4,Peer-to-peer payments,211927,1123258478
2656,Manipur,2019,4,Merchant payments,23094,30486780
2657,Manipur,2019,4,Financial Services,548,240642
2658,Manipur,2019,4,Others,1639,2709235
2659,Manipur,2020,1,Peer-to-peer payments,451733,2458093402
2660,Manipur,2020,1,Recharge & bill payments,285234,62688260
2661,Manipur,2020,1,Merchant payments,78067,74202067
2662,Manipur,2020,1,Financial Services,622,354184
2663,Manipur,2020,1,Others,3145,3252467
2664,Manipur,2020,2,Peer-to-peer payments,533206,2980242535
2665,Manipur,2020,2,Recharge & bill payments,450830,107589094
2666,Manipur,2020,2,Merchant payments,92110,106540409
2667,Manipur,2020,2,Financial Services,1676,1457571
2668,Manipur,2020,2,Others,5246,3106603
2669,Manipur,2020,3,Peer-to-peer payments,774786,4301284799
2670,Manipur,2020,3,Recharge & bill payments,464659,113190539
2671,Manipur,2020,3,Merchant payments,170653,195132027
2672,Manipur,2020,3,Financial Services,1878,1593036
2673,Manipur,2020,3,Others,8192,4775720
2674,Manipur,2020,4,Peer-to-peer payments,892853,5172499338
2675,Manipur,2020,4,Recharge & bill payments,436450,114202616
2676,Manipur,2020,4,Merchant payments,289050,307902115
2677,Manipur,2020,4,Financial Services,1806,2448403
2678,Manipur,2020,4,Others,7693,5172086
2679,Manipur,2021,1,Peer-to-peer payments,1117829,6402367884
2680,Manipur,2021,1,Recharge & bill payments,796590,223955813
2681,Manipur,2021,1,Merchant payments,377280,433297594
2682,Manipur,2021,1,Financial Services,3398,4385333
2683,Manipur,2021,1,Others,8438,6280891
2684,Manipur,2021,2,Peer-to-peer payments,1372821,7041837918
2685,Manipur,2021,2,Recharge & bill payments,1187952,305103751
2686,Manipur,2021,2,Merchant payments,510734,531484849
2687,Manipur,2021,2,Financial Services,4165,4256098
2688,Manipur,2021,2,Others,10603,7145346
2689,Manipur,2021,3,Peer-to-peer payments,1819423,9134806595
2690,Manipur,2021,3,Recharge & bill payments,1368584,367664441
2691,Manipur,2021,3,Merchant payments,735707,889317377
2692,Manipur,2021,3,Financial Services,3460,5625518
2693,Manipur,2021,3,Others,14222,9447099
2694,Manipur,2021,4,Peer-to-peer payments,2199970,10998828288
2695,Manipur,2021,4,Recharge & bill payments,1451488,412791674
2696,Manipur,2021,4,Merchant payments,1013985,1229517397
2697,Manipur,2021,4,Financial Services,4671,5941101
2698,Manipur,2021,4,Others,17325,11393579
2699,Manipur,2022,1,Peer-to-peer payments,2517626,12169368063
2700,Manipur,2022,1,Recharge & bill payments,1528476,469035958
2701,Manipur,2022,1,Merchant payments,1247205,1489604137
2702,Manipur,2022,1,Financial Services,4878,6057616
2703,Manipur,2022,1,Others,15494,10435304
2704,Manipur,2022,2,Peer-to-peer payments,2843426,12704512239
2705,Manipur,2022,2,Merchant payments,1709547,1757831052
2706,Manipur,2022,2,Recharge & bill payments,1533778,448637967
2707,Manipur,2022,2,Financial Services,4069,4753629
2708,Manipur,2022,2,Others,14812,7175749
2709,Manipur,2022,3,Peer-to-peer payments,3127266,12927705072
2710,Manipur,2022,3,Merchant payments,1829741,2010460357
2711,Manipur,2022,3,Recharge & bill payments,1379911,432182394
2712,Manipur,2022,3,Financial Services,4524,4671353
2713,Manipur,2022,3,Others,11300,6411091
2714,Manipur,2022,4,Peer-to-peer payments,3259645,13133729481
2715,Manipur,2022,4,Merchant payments,1828984,2074698993
2716,Manipur,2022,4,Recharge & bill payments,1325391,406031254
2717,Manipur,2022,4,Financial Services,4691,5754920
2718,Manipur,2022,4,Others,9959,5742049
2719,Manipur,2023,1,Peer-to-peer payments,1703742,7281781083
2720,Manipur,2023,1,Merchant payments,933135,1083073192
2721,Manipur,2023,1,Recharge & bill payments,613398,214427498
2722,Manipur,2023,1,Financial Services,3529,3178295
2723,Manipur,2023,1,Others,4579,3104024
2724,Manipur,2023,2,Peer-to-peer payments,812842,3763543566
2725,Manipur,2023,2,Merchant payments,499534,569980400
2726,Manipur,2023,2,Recharge & bill payments,290239,127777535
2727,Manipur,2023,2,Financial Services,1849,1430976
2728,Manipur,2023,2,Others,1807,1144176
2729,Manipur,2023,3,Peer-to-peer payments,450548,3054677807
2730,Manipur,2023,3,Merchant payments,222132,418107590
2731,Manipur,2023,3,Recharge & bill payments,189582,131240898
2732,Manipur,2023,3,Financial Services,2290,3551704
2733,Manipur,2023,3,Others,926,708602
2734,Manipur,2023,4,Peer-to-peer payments,1098359,5690075337
2735,Manipur,2023,4,Merchant payments,638811,893960176
2736,Manipur,2023,4,Recharge & bill payments,368865,209606825
2737,Manipur,2023,4,Financial Services,4438,5093670
2738,Manipur,2023,4,Others,2727,1589290
2739,Manipur,2024,1,Peer-to-peer payments,1925478,7502533003
2740,Manipur,2024,1,Merchant payments,1303360,1446015880
2741,Manipur,2024,1,Recharge & bill payments,607751,282103846
2742,Manipur,2024,1,Financial Services,4717,9906854
2743,Manipur,2024,1,Others,4258,2413740
2744,Meghalaya,2018,1,Recharge & bill payments,31857,6028476
2745,Meghalaya,2018,1,Peer-to-peer payments,13274,55943497
2746,Meghalaya,2018,1,Merchant payments,1605,2395888
2747,Meghalaya,2018,1,Financial Services,532,144318
2748,Meghalaya,2018,1,Others,2303,1738080
2749,Meghalaya,2018,2,Recharge & bill payments,42625,9657896
2750,Meghalaya,2018,2,Peer-to-peer payments,19894,101140465
2751,Meghalaya,2018,2,Merchant payments,2929,3663446
2752,Meghalaya,2018,2,Financial Services,592,580648
2753,Meghalaya,2018,2,Others,1817,1962212
2754,Meghalaya,2018,3,Recharge & bill payments,60625,14231601
2755,Meghalaya,2018,3,Peer-to-peer payments,40832,187460582
2756,Meghalaya,2018,3,Merchant payments,5802,5458931
2757,Meghalaya,2018,3,Financial Services,748,552675
2758,Meghalaya,2018,3,Others,2283,2149873
2759,Meghalaya,2018,4,Recharge & bill payments,82962,18100892
2760,Meghalaya,2018,4,Peer-to-peer payments,58952,301941443
2761,Meghalaya,2018,4,Merchant payments,15768,14434314
2762,Meghalaya,2018,4,Financial Services,763,190875
2763,Meghalaya,2018,4,Others,2687,2918155
2764,Meghalaya,2019,1,Recharge & bill payments,98817,23006752
2765,Meghalaya,2019,1,Peer-to-peer payments,90694,358932132
2766,Meghalaya,2019,1,Merchant payments,16073,14297275
2767,Meghalaya,2019,1,Financial Services,659,62335
2768,Meghalaya,2019,1,Others,2498,2738668
2769,Meghalaya,2019,2,Recharge & bill payments,108812,27248605
2770,Meghalaya,2019,2,Peer-to-peer payments,97407,446537199
2771,Meghalaya,2019,2,Merchant payments,22588,15600927
2772,Meghalaya,2019,2,Financial Services,460,106801
2773,Meghalaya,2019,2,Others,3019,3437757
2774,Meghalaya,2019,3,Recharge & bill payments,155949,38916251
2775,Meghalaya,2019,3,Peer-to-peer payments,116168,546221813
2776,Meghalaya,2019,3,Merchant payments,31201,23461322
2777,Meghalaya,2019,3,Financial Services,421,584193
2778,Meghalaya,2019,3,Others,2811,3035023
2779,Meghalaya,2019,4,Recharge & bill payments,175084,43611775
2780,Meghalaya,2019,4,Peer-to-peer payments,163734,670870023
2781,Meghalaya,2019,4,Merchant payments,24430,25344715
2782,Meghalaya,2019,4,Financial Services,382,124512
2783,Meghalaya,2019,4,Others,2351,2485447
2784,Meghalaya,2020,1,Recharge & bill payments,226214,59666071
