,State,Year,Quarter,district,Transaction_count,Transaction_amount
15500,Tripura,2023,3,north tripura ,1152369,2000473161
15501,Tripura,2023,3,dhalai ,710839,1252927674
15502,Tripura,2023,3,south tripura ,733436,1411825655
15503,Tripura,2023,3,gomati ,679723,1217033650
15504,Tripura,2023,3,west tripura ,4139314,6159518389
15505,Tripura,2023,4,unakoti ,586144,970872239
15506,Tripura,2023,4,khowai ,441339,804707070
15507,Tripura,2023,4,sepahijala ,849428,1725949129
15508,Tripura,2023,4,north tripura ,1337292,2282730510
15509,Tripura,2023,4,dhalai ,788225,1346449561
15510,Tripura,2023,4,south tripura ,851971,1599545837
15511,Tripura,2023,4,gomati ,763260,1320512014
15512,Tripura,2023,4,west tripura ,4523251,6769130434
15513,Tripura,2024,1,unakoti ,650681,1005266570
15514,Tripura,2024,1,khowai ,497234,856112935
15515,Tripura,2024,1,sepahijala ,923724,1802373844
15516,Tripura,2024,1,north tripura ,1501227,2525020903
15517,Tripura,2024,1,dhalai ,863498,1437233660
15518,Tripura,2024,1,south tripura ,971876,1813638983
15519,Tripura,2024,1,gomati ,823583,1406810961
15520,Tripura,2024,1,west tripura ,4810816,6905731518
15521,Uttar Pradesh,2018,1,amethi ,96408,86534577
15522,Uttar Pradesh,2018,1,siddharthnagar ,76809,95934878
15523,Uttar Pradesh,2018,1,auraiya ,65304,61921893
15524,Uttar Pradesh,2018,1,sambhal ,53722,61975314
15525,Uttar Pradesh,2018,1,kanpur nagar ,493390,550298920
15526,Uttar Pradesh,2018,1,aligarh ,194881,227055507
15527,Uttar Pradesh,2018,1,mahoba ,36881,30113590
15528,Uttar Pradesh,2018,1,lucknow ,949749,1271848634
15529,Uttar Pradesh,2018,1,sant kabeer nagar ,57222,59126397
15530,Uttar Pradesh,2018,1,hathras ,51845,51152502
15531,Uttar Pradesh,2018,1,budaun ,63143,50581912
15532,Uttar Pradesh,2018,1,moradabad ,144223,214140868
15533,Uttar Pradesh,2018,1,kushinagar ,216583,220348476
15534,Uttar Pradesh,2018,1,baghpat ,57482,82062656
15535,Uttar Pradesh,2018,1,shahjahanpur ,106997,80844329
15536,Uttar Pradesh,2018,1,muzaffarnagar ,141166,174688165
15537,Uttar Pradesh,2018,1,ambedkar nagar ,116711,88818565
15538,Uttar Pradesh,2018,1,bahraich ,74017,66721477
15539,Uttar Pradesh,2018,1,jalaun ,90820,63496878
15540,Uttar Pradesh,2018,1,rampur ,89298,67896659
15541,Uttar Pradesh,2018,1,ballia ,153366,179589108
15542,Uttar Pradesh,2018,1,shravasti ,17420,17770174
15543,Uttar Pradesh,2018,1,kasganj ,40039,36239335
15544,Uttar Pradesh,2018,1,varanasi ,573338,534929627
15545,Uttar Pradesh,2018,1,gautam buddha nagar ,1387567,2065704007
15546,Uttar Pradesh,2018,1,basti ,104079,97389540
15547,Uttar Pradesh,2018,1,shamli ,50512,62956283
15548,Uttar Pradesh,2018,1,maharajganj ,105577,120097062
15549,Uttar Pradesh,2018,1,etawah ,67994,71410064
15550,Uttar Pradesh,2018,1,etah ,41571,46749491
15551,Uttar Pradesh,2018,1,banda ,50935,44150240
15552,Uttar Pradesh,2018,1,bijnor ,142321,165947956
15553,Uttar Pradesh,2018,1,hardoi ,97252,77897803
15554,Uttar Pradesh,2018,1,balrampur ,32628,46601180
15555,Uttar Pradesh,2018,1,amroha ,72415,76524251
15556,Uttar Pradesh,2018,1,pilibhit ,83803,59744411
15557,Uttar Pradesh,2018,1,mainpuri ,66092,48645519
15558,Uttar Pradesh,2018,1,kanpur dehat ,51507,43732800
15559,Uttar Pradesh,2018,1,jaunpur ,236534,219620789
15560,Uttar Pradesh,2018,1,kaushambi ,37326,28667777
15561,Uttar Pradesh,2018,1,hapur ,87259,108354119
15562,Uttar Pradesh,2018,1,hamirpur ,60464,34057724
15563,Uttar Pradesh,2018,1,meerut ,267015,345744810
15564,Uttar Pradesh,2018,1,mathura ,161451,190549339
15565,Uttar Pradesh,2018,1,chitrakoot ,28904,25820944
15566,Uttar Pradesh,2018,1,lalitpur ,56296,44287534
15567,Uttar Pradesh,2018,1,mau ,99946,87473873
15568,Uttar Pradesh,2018,1,mirzapur ,110239,90490891
15569,Uttar Pradesh,2018,1,bulandshahr ,140393,160467571
15570,Uttar Pradesh,2018,1,gonda ,101085,106826667
15571,Uttar Pradesh,2018,1,jhansi ,187592,187418140
15572,Uttar Pradesh,2018,1,chandauli ,100454,88729335
15573,Uttar Pradesh,2018,1,bhadohi ,83213,73257505
15574,Uttar Pradesh,2018,1,pratapgarh ,118509,96708178
15575,Uttar Pradesh,2018,1,saharanpur ,201611,190242511
15576,Uttar Pradesh,2018,1,bara banki ,111809,86397546
15577,Uttar Pradesh,2018,1,bareilly ,306561,272420020
15578,Uttar Pradesh,2018,1,sitapur ,150536,90293233
15579,Uttar Pradesh,2018,1,sultanpur ,118235,109203365
15580,Uttar Pradesh,2018,1,agra ,298049,353477588
15581,Uttar Pradesh,2018,1,fatehpur ,74858,63961334
15582,Uttar Pradesh,2018,1,rae bareli ,91518,83209946
15583,Uttar Pradesh,2018,1,firozabad ,74687,80497170
15584,Uttar Pradesh,2018,1,kheri ,176154,110918009
15585,Uttar Pradesh,2018,1,gorakhpur ,324943,377954040
15586,Uttar Pradesh,2018,1,unnao ,83600,74063356
15587,Uttar Pradesh,2018,1,prayagraj ,628453,652988000
15588,Uttar Pradesh,2018,1,sonbhadra ,133602,145796021
15589,Uttar Pradesh,2018,1,ghazipur ,183645,188308914
15590,Uttar Pradesh,2018,1,farrukhabad ,65940,57199649
15591,Uttar Pradesh,2018,1,kannauj ,61395,55371938
15592,Uttar Pradesh,2018,1,azamgarh ,195700,202633767
15593,Uttar Pradesh,2018,1,ayodhya ,139126,119104433
15594,Uttar Pradesh,2018,1,deoria ,174133,189309639
15595,Uttar Pradesh,2018,1,ghaziabad ,751503,1146504201
15596,Uttar Pradesh,2018,2,amethi ,136709,169402127
15597,Uttar Pradesh,2018,2,siddharthnagar ,130007,288864223
15598,Uttar Pradesh,2018,2,auraiya ,92623,127991943
15599,Uttar Pradesh,2018,2,sambhal ,79715,109611133
15600,Uttar Pradesh,2018,2,kanpur nagar ,675908,954304698
15601,Uttar Pradesh,2018,2,aligarh ,256395,379960393
15602,Uttar Pradesh,2018,2,mahoba ,46294,56165442
15603,Uttar Pradesh,2018,2,lucknow ,1289613,2162778201
15604,Uttar Pradesh,2018,2,sant kabeer nagar ,93780,156737002
15605,Uttar Pradesh,2018,2,hathras ,78576,88777896
15606,Uttar Pradesh,2018,2,budaun ,92156,97824018
15607,Uttar Pradesh,2018,2,moradabad ,197119,330817440
15608,Uttar Pradesh,2018,2,kushinagar ,308705,491915643
15609,Uttar Pradesh,2018,2,baghpat ,83877,147054385
15610,Uttar Pradesh,2018,2,shahjahanpur ,138819,132885135
15611,Uttar Pradesh,2018,2,muzaffarnagar ,185973,294302617
15612,Uttar Pradesh,2018,2,ambedkar nagar ,174752,181333980
15613,Uttar Pradesh,2018,2,bahraich ,114648,140182313
15614,Uttar Pradesh,2018,2,jalaun ,121361,125278594
15615,Uttar Pradesh,2018,2,rampur ,113190,122163788
15616,Uttar Pradesh,2018,2,ballia ,227705,385588982
15617,Uttar Pradesh,2018,2,shravasti ,26457,37376433
15618,Uttar Pradesh,2018,2,kasganj ,57342,69951038
15619,Uttar Pradesh,2018,2,varanasi ,836072,956626447
15620,Uttar Pradesh,2018,2,gautam buddha nagar ,1942298,3398984097
15621,Uttar Pradesh,2018,2,basti ,165558,249632355
15622,Uttar Pradesh,2018,2,shamli ,67533,113103989
15623,Uttar Pradesh,2018,2,maharajganj ,197236,268234701
15624,Uttar Pradesh,2018,2,etawah ,103672,138218662
15625,Uttar Pradesh,2018,2,etah ,59628,90948637
15626,Uttar Pradesh,2018,2,banda ,65645,84222201
15627,Uttar Pradesh,2018,2,bijnor ,197427,275194036
15628,Uttar Pradesh,2018,2,hardoi ,127915,141583801
15629,Uttar Pradesh,2018,2,balrampur ,55757,115596089
15630,Uttar Pradesh,2018,2,amroha ,88801,133452806
15631,Uttar Pradesh,2018,2,pilibhit ,111003,100491006
15632,Uttar Pradesh,2018,2,mainpuri ,102490,106693739
15633,Uttar Pradesh,2018,2,kanpur dehat ,76224,90233855
15634,Uttar Pradesh,2018,2,jaunpur ,373996,570006464
15635,Uttar Pradesh,2018,2,kaushambi ,49714,55342537
15636,Uttar Pradesh,2018,2,hapur ,116427,182911500
15637,Uttar Pradesh,2018,2,hamirpur ,70112,73680214
15638,Uttar Pradesh,2018,2,meerut ,374625,606678417
15639,Uttar Pradesh,2018,2,mathura ,222266,356324291
15640,Uttar Pradesh,2018,2,chitrakoot ,40534,51262192
15641,Uttar Pradesh,2018,2,lalitpur ,70907,80852742
15642,Uttar Pradesh,2018,2,mau ,150163,189106682
15643,Uttar Pradesh,2018,2,mirzapur ,159498,173308769
15644,Uttar Pradesh,2018,2,bulandshahr ,189458,274973634
15645,Uttar Pradesh,2018,2,gonda ,160168,277782991
15646,Uttar Pradesh,2018,2,jhansi ,248296,366822230
15647,Uttar Pradesh,2018,2,chandauli ,152763,182864535
15648,Uttar Pradesh,2018,2,bhadohi ,116917,150264432
15649,Uttar Pradesh,2018,2,pratapgarh ,190313,208682561
15650,Uttar Pradesh,2018,2,saharanpur ,258898,335848553
15651,Uttar Pradesh,2018,2,bara banki ,137482,162872286
15652,Uttar Pradesh,2018,2,bareilly ,385460,487371979
15653,Uttar Pradesh,2018,2,sitapur ,329672,178362399
15654,Uttar Pradesh,2018,2,sultanpur ,168555,233713001
15655,Uttar Pradesh,2018,2,agra ,401983,637164566
15656,Uttar Pradesh,2018,2,fatehpur ,91877,111709304
15657,Uttar Pradesh,2018,2,rae bareli ,127177,158305041
15658,Uttar Pradesh,2018,2,firozabad ,114088,160137646
15659,Uttar Pradesh,2018,2,kheri ,262715,195291345
15660,Uttar Pradesh,2018,2,gorakhpur ,457691,790320804
15661,Uttar Pradesh,2018,2,unnao ,118192,132227976
15662,Uttar Pradesh,2018,2,prayagraj ,804712,1129002834
15663,Uttar Pradesh,2018,2,sonbhadra ,190270,284465229
15664,Uttar Pradesh,2018,2,ghazipur ,278757,408123160
15665,Uttar Pradesh,2018,2,farrukhabad ,89984,108724201
15666,Uttar Pradesh,2018,2,kannauj ,87933,101150186
15667,Uttar Pradesh,2018,2,azamgarh ,298664,452365474
15668,Uttar Pradesh,2018,2,ayodhya ,198523,235046659
15669,Uttar Pradesh,2018,2,deoria ,268761,433812996
15670,Uttar Pradesh,2018,2,ghaziabad ,1034409,1868838027
15671,Uttar Pradesh,2018,3,amethi ,144079,202484697
15672,Uttar Pradesh,2018,3,siddharthnagar ,148883,339236584
15673,Uttar Pradesh,2018,3,auraiya ,145809,182207459
15674,Uttar Pradesh,2018,3,sambhal ,78307,133958417
15675,Uttar Pradesh,2018,3,kanpur nagar ,884952,1382466122
15676,Uttar Pradesh,2018,3,aligarh ,316159,530873060
15677,Uttar Pradesh,2018,3,mahoba ,56821,84095676
15678,Uttar Pradesh,2018,3,lucknow ,1745149,3120535504
15679,Uttar Pradesh,2018,3,sant kabeer nagar ,100614,189948864
15680,Uttar Pradesh,2018,3,hathras ,85558,133404309
15681,Uttar Pradesh,2018,3,budaun ,105307,144401980
15682,Uttar Pradesh,2018,3,moradabad ,231048,455037106
15683,Uttar Pradesh,2018,3,kushinagar ,396083,654056825
15684,Uttar Pradesh,2018,3,baghpat ,96977,190530949
15685,Uttar Pradesh,2018,3,shahjahanpur ,151448,193173049
15686,Uttar Pradesh,2018,3,muzaffarnagar ,229535,383281533
15687,Uttar Pradesh,2018,3,ambedkar nagar ,264890,269943413
15688,Uttar Pradesh,2018,3,bahraich ,128822,200437178
15689,Uttar Pradesh,2018,3,jalaun ,142558,169360197
15690,Uttar Pradesh,2018,3,rampur ,370270,284977720
15691,Uttar Pradesh,2018,3,ballia ,259630,453562948
15692,Uttar Pradesh,2018,3,shravasti ,29870,46461399
15693,Uttar Pradesh,2018,3,kasganj ,58678,94116515
15694,Uttar Pradesh,2018,3,varanasi ,3305134,2367346800
15695,Uttar Pradesh,2018,3,gautam buddha nagar ,3256802,4828673888
15696,Uttar Pradesh,2018,3,basti ,181572,311025777
15697,Uttar Pradesh,2018,3,shamli ,78033,143916458
15698,Uttar Pradesh,2018,3,maharajganj ,251326,393493252
15699,Uttar Pradesh,2018,3,etawah ,132527,187885318
15700,Uttar Pradesh,2018,3,etah ,66044,126687687
15701,Uttar Pradesh,2018,3,banda ,100068,124786815
15702,Uttar Pradesh,2018,3,bijnor ,204728,369345536
15703,Uttar Pradesh,2018,3,hardoi ,142922,195783949
15704,Uttar Pradesh,2018,3,balrampur ,66029,134378011
15705,Uttar Pradesh,2018,3,amroha ,100455,183940279
15706,Uttar Pradesh,2018,3,pilibhit ,127083,141466796
15707,Uttar Pradesh,2018,3,mainpuri ,132863,163732822
15708,Uttar Pradesh,2018,3,kanpur dehat ,80659,128327550
15709,Uttar Pradesh,2018,3,jaunpur ,381719,618303350
15710,Uttar Pradesh,2018,3,kaushambi ,51040,72407852
15711,Uttar Pradesh,2018,3,hapur ,135845,256753552
15712,Uttar Pradesh,2018,3,hamirpur ,95140,105996113
15713,Uttar Pradesh,2018,3,meerut ,439181,914592154
15714,Uttar Pradesh,2018,3,mathura ,254457,497189255
15715,Uttar Pradesh,2018,3,chitrakoot ,43872,66070987
15716,Uttar Pradesh,2018,3,lalitpur ,84832,117829674
15717,Uttar Pradesh,2018,3,mau ,174181,224554612
15718,Uttar Pradesh,2018,3,mirzapur ,193581,235891742
15719,Uttar Pradesh,2018,3,bulandshahr ,219961,384710306
15720,Uttar Pradesh,2018,3,gonda ,180955,359187671
15721,Uttar Pradesh,2018,3,jhansi ,305260,532106858
15722,Uttar Pradesh,2018,3,chandauli ,286920,296736053
15723,Uttar Pradesh,2018,3,bhadohi ,144640,193754418
15724,Uttar Pradesh,2018,3,pratapgarh ,192406,256607676
15725,Uttar Pradesh,2018,3,saharanpur ,291298,475751602
15726,Uttar Pradesh,2018,3,bara banki ,165404,221289109
15727,Uttar Pradesh,2018,3,bareilly ,530401,701813398
15728,Uttar Pradesh,2018,3,sitapur ,1244942,657116598
15729,Uttar Pradesh,2018,3,sultanpur ,178628,264719606
15730,Uttar Pradesh,2018,3,agra ,491708,934001805
15731,Uttar Pradesh,2018,3,fatehpur ,121093,158496731
15732,Uttar Pradesh,2018,3,rae bareli ,161980,219331961
15733,Uttar Pradesh,2018,3,firozabad ,123057,222644454
15734,Uttar Pradesh,2018,3,kheri ,588144,407114608
15735,Uttar Pradesh,2018,3,gorakhpur ,589891,1060239356
15736,Uttar Pradesh,2018,3,unnao ,135326,179580331
15737,Uttar Pradesh,2018,3,prayagraj ,1091032,1590288137
15738,Uttar Pradesh,2018,3,sonbhadra ,233627,390785529
15739,Uttar Pradesh,2018,3,ghazipur ,300379,479779397
15740,Uttar Pradesh,2018,3,farrukhabad ,103556,151319932
15741,Uttar Pradesh,2018,3,kannauj ,186578,177809589
15742,Uttar Pradesh,2018,3,azamgarh ,307862,510111895
15743,Uttar Pradesh,2018,3,ayodhya ,241948,328434664
15744,Uttar Pradesh,2018,3,deoria ,309790,495910059
15745,Uttar Pradesh,2018,3,ghaziabad ,1537030,2613540895
15746,Uttar Pradesh,2018,4,amethi ,217755,320216704
15747,Uttar Pradesh,2018,4,siddharthnagar ,224522,554110286
15748,Uttar Pradesh,2018,4,auraiya ,172120,238641495
15749,Uttar Pradesh,2018,4,sambhal ,125436,221153043
15750,Uttar Pradesh,2018,4,kanpur nagar ,1254123,2045066576
15751,Uttar Pradesh,2018,4,aligarh ,447620,797646145
15752,Uttar Pradesh,2018,4,mahoba ,71696,120548655
15753,Uttar Pradesh,2018,4,lucknow ,2611582,4678614439
15754,Uttar Pradesh,2018,4,sant kabeer nagar ,161784,341396175
15755,Uttar Pradesh,2018,4,hathras ,119900,215138949
15756,Uttar Pradesh,2018,4,budaun ,158573,223748130
15757,Uttar Pradesh,2018,4,moradabad ,347253,721241787
15758,Uttar Pradesh,2018,4,kushinagar ,643682,1037935617
15759,Uttar Pradesh,2018,4,baghpat ,165081,348857994
15760,Uttar Pradesh,2018,4,shahjahanpur ,219554,305588309
15761,Uttar Pradesh,2018,4,muzaffarnagar ,312409,597648868
15762,Uttar Pradesh,2018,4,ambedkar nagar ,288963,375100391
15763,Uttar Pradesh,2018,4,bahraich ,191449,312572457
15764,Uttar Pradesh,2018,4,jalaun ,199122,260511687
15765,Uttar Pradesh,2018,4,rampur ,230817,294450956
15766,Uttar Pradesh,2018,4,ballia ,419084,772748973
15767,Uttar Pradesh,2018,4,shravasti ,54867,85494015
15768,Uttar Pradesh,2018,4,kasganj ,87216,133261924
15769,Uttar Pradesh,2018,4,varanasi ,1806800,2082572099
15770,Uttar Pradesh,2018,4,gautam buddha nagar ,6083056,7483532544
15771,Uttar Pradesh,2018,4,basti ,312025,557770598
15772,Uttar Pradesh,2018,4,shamli ,116324,249652750
15773,Uttar Pradesh,2018,4,maharajganj ,374480,564684784
15774,Uttar Pradesh,2018,4,etawah ,174001,301410901
15775,Uttar Pradesh,2018,4,etah ,102642,197160950
15776,Uttar Pradesh,2018,4,banda ,123768,158276578
15777,Uttar Pradesh,2018,4,bijnor ,314498,560149245
15778,Uttar Pradesh,2018,4,hardoi ,203874,300642409
15779,Uttar Pradesh,2018,4,balrampur ,102204,240528458
15780,Uttar Pradesh,2018,4,amroha ,170297,296873597
15781,Uttar Pradesh,2018,4,pilibhit ,281104,223932380
15782,Uttar Pradesh,2018,4,mainpuri ,158673,234152215
15783,Uttar Pradesh,2018,4,kanpur dehat ,125159,215093101
15784,Uttar Pradesh,2018,4,jaunpur ,578939,990610806
15785,Uttar Pradesh,2018,4,kaushambi ,74106,117825845
15786,Uttar Pradesh,2018,4,hapur ,241731,427896591
15787,Uttar Pradesh,2018,4,hamirpur ,118516,150158878
15788,Uttar Pradesh,2018,4,meerut ,700099,1476906079
15789,Uttar Pradesh,2018,4,mathura ,396421,786701504
15790,Uttar Pradesh,2018,4,chitrakoot ,65737,105741743
15791,Uttar Pradesh,2018,4,lalitpur ,233847,186282846
15792,Uttar Pradesh,2018,4,mau ,274518,390625309
15793,Uttar Pradesh,2018,4,mirzapur ,292253,385922044
15794,Uttar Pradesh,2018,4,bulandshahr ,342458,656793600
15795,Uttar Pradesh,2018,4,gonda ,274306,571261715
15796,Uttar Pradesh,2018,4,jhansi ,470280,822983950
15797,Uttar Pradesh,2018,4,chandauli ,283080,391660403
15798,Uttar Pradesh,2018,4,bhadohi ,194370,290705298
15799,Uttar Pradesh,2018,4,pratapgarh ,273497,434763115
15800,Uttar Pradesh,2018,4,saharanpur ,473870,763724836
15801,Uttar Pradesh,2018,4,bara banki ,257423,350083112
15802,Uttar Pradesh,2018,4,bareilly ,797506,1011406319
15803,Uttar Pradesh,2018,4,sitapur ,427785,367045918
15804,Uttar Pradesh,2018,4,sultanpur ,292592,423080891
15805,Uttar Pradesh,2018,4,agra ,705927,1401083561
15806,Uttar Pradesh,2018,4,fatehpur ,166912,251177436
15807,Uttar Pradesh,2018,4,rae bareli ,234605,360317857
15808,Uttar Pradesh,2018,4,firozabad ,192346,353962132
15809,Uttar Pradesh,2018,4,kheri ,470761,442391136
15810,Uttar Pradesh,2018,4,gorakhpur ,879250,1682899422
15811,Uttar Pradesh,2018,4,unnao ,209580,298283496
15812,Uttar Pradesh,2018,4,prayagraj ,1603709,2373886786
15813,Uttar Pradesh,2018,4,sonbhadra ,333564,573280272
15814,Uttar Pradesh,2018,4,ghazipur ,482849,822620900
15815,Uttar Pradesh,2018,4,farrukhabad ,172603,251542902
15816,Uttar Pradesh,2018,4,kannauj ,178947,223722717
15817,Uttar Pradesh,2018,4,azamgarh ,490180,837418335
15818,Uttar Pradesh,2018,4,ayodhya ,385089,531445205
15819,Uttar Pradesh,2018,4,deoria ,465824,804626103
15820,Uttar Pradesh,2018,4,ghaziabad ,2891774,4117778328
15821,Uttar Pradesh,2019,1,amethi ,326845,421547862
15822,Uttar Pradesh,2019,1,siddharthnagar ,302351,671054381
15823,Uttar Pradesh,2019,1,auraiya ,207711,294870219
15824,Uttar Pradesh,2019,1,sambhal ,167634,306890452
15825,Uttar Pradesh,2019,1,kanpur nagar ,2045370,2882041801
15826,Uttar Pradesh,2019,1,aligarh ,616388,1034079162
15827,Uttar Pradesh,2019,1,mahoba ,104306,143934422
15828,Uttar Pradesh,2019,1,lucknow ,6724967,10007890617
15829,Uttar Pradesh,2019,1,sant kabeer nagar ,239347,462726218
15830,Uttar Pradesh,2019,1,hathras ,174304,273821973
15831,Uttar Pradesh,2019,1,budaun ,231747,313629446
15832,Uttar Pradesh,2019,1,moradabad ,454392,905856098
15833,Uttar Pradesh,2019,1,kushinagar ,1000902,1473390211
15834,Uttar Pradesh,2019,1,baghpat ,249381,454044346
15835,Uttar Pradesh,2019,1,shahjahanpur ,337264,406695936
