,State,Year,Quarter,district,registeredUsers,appOpens
455,Arunachal Pradesh,2018,3,dibang valley ,145,0
456,Arunachal Pradesh,2018,3,west kameng ,4765,0
457,Arunachal Pradesh,2018,3,shi yomi ,118,0
458,Arunachal Pradesh,2018,3,east kameng ,521,0
459,Arunachal Pradesh,2018,3,lohit ,2612,0
460,Arunachal Pradesh,2018,3,lepa rada ,431,0
461,Arunachal Pradesh,2018,3,lower dibang valley ,1286,0
462,Arunachal Pradesh,2018,3,longding ,644,0
463,Arunachal Pradesh,2018,3,west siang ,1652,0
464,Arunachal Pradesh,2018,3,kamle ,65,0
465,Arunachal Pradesh,2018,3,upper siang ,646,0
466,Arunachal Pradesh,2018,3,kurung kumey ,222,0
467,Arunachal Pradesh,2018,3,siang ,373,0
468,Arunachal Pradesh,2018,3,kra daadi ,190,0
469,Arunachal Pradesh,2018,3,changlang ,2889,0
470,Arunachal Pradesh,2018,3,pakke kessang ,103,0
471,Arunachal Pradesh,2018,3,east siang ,3590,0
472,Arunachal Pradesh,2018,3,upper subansiri ,1169,0
473,Arunachal Pradesh,2018,3,tawang ,3112,0
474,Arunachal Pradesh,2018,3,namsai ,1862,0
475,Arunachal Pradesh,2018,4,lower subansiri ,1459,0
476,Arunachal Pradesh,2018,4,tirap ,1684,0
477,Arunachal Pradesh,2018,4,papum pare ,21342,0
478,Arunachal Pradesh,2018,4,anjaw ,744,0
479,Arunachal Pradesh,2018,4,lower siang ,936,0
480,Arunachal Pradesh,2018,4,dibang valley ,178,0
481,Arunachal Pradesh,2018,4,west kameng ,6492,0
482,Arunachal Pradesh,2018,4,shi yomi ,144,0
483,Arunachal Pradesh,2018,4,east kameng ,691,0
484,Arunachal Pradesh,2018,4,lohit ,3588,0
485,Arunachal Pradesh,2018,4,lepa rada ,548,0
486,Arunachal Pradesh,2018,4,lower dibang valley ,1827,0
487,Arunachal Pradesh,2018,4,longding ,923,0
488,Arunachal Pradesh,2018,4,west siang ,2117,0
489,Arunachal Pradesh,2018,4,kamle ,109,0
490,Arunachal Pradesh,2018,4,upper siang ,868,0
491,Arunachal Pradesh,2018,4,kurung kumey ,321,0
492,Arunachal Pradesh,2018,4,siang ,483,0
493,Arunachal Pradesh,2018,4,kra daadi ,255,0
494,Arunachal Pradesh,2018,4,changlang ,4036,0
495,Arunachal Pradesh,2018,4,pakke kessang ,138,0
496,Arunachal Pradesh,2018,4,east siang ,4813,0
497,Arunachal Pradesh,2018,4,upper subansiri ,1576,0
498,Arunachal Pradesh,2018,4,tawang ,4085,0
499,Arunachal Pradesh,2018,4,namsai ,2495,0
500,Arunachal Pradesh,2019,1,lower subansiri ,1879,0
501,Arunachal Pradesh,2019,1,tirap ,2082,0
502,Arunachal Pradesh,2019,1,papum pare ,26298,0
503,Arunachal Pradesh,2019,1,anjaw ,934,0
504,Arunachal Pradesh,2019,1,lower siang ,1123,0
505,Arunachal Pradesh,2019,1,dibang valley ,211,0
506,Arunachal Pradesh,2019,1,west kameng ,8115,0
507,Arunachal Pradesh,2019,1,shi yomi ,186,0
508,Arunachal Pradesh,2019,1,east kameng ,876,0
509,Arunachal Pradesh,2019,1,lohit ,4416,0
510,Arunachal Pradesh,2019,1,lepa rada ,710,0
511,Arunachal Pradesh,2019,1,lower dibang valley ,2314,0
512,Arunachal Pradesh,2019,1,longding ,1152,0
513,Arunachal Pradesh,2019,1,west siang ,2656,0
514,Arunachal Pradesh,2019,1,kamle ,141,0
515,Arunachal Pradesh,2019,1,upper siang ,1125,0
516,Arunachal Pradesh,2019,1,kurung kumey ,385,0
517,Arunachal Pradesh,2019,1,siang ,651,0
518,Arunachal Pradesh,2019,1,kra daadi ,350,0
519,Arunachal Pradesh,2019,1,changlang ,5210,0
520,Arunachal Pradesh,2019,1,pakke kessang ,162,0
521,Arunachal Pradesh,2019,1,east siang ,5899,0
522,Arunachal Pradesh,2019,1,upper subansiri ,1906,0
523,Arunachal Pradesh,2019,1,tawang ,5023,0
524,Arunachal Pradesh,2019,1,namsai ,3153,0
525,Arunachal Pradesh,2019,2,lower subansiri ,2463,11644
526,Arunachal Pradesh,2019,2,tirap ,2697,12779
527,Arunachal Pradesh,2019,2,papum pare ,32800,163673
528,Arunachal Pradesh,2019,2,anjaw ,1175,4993
529,Arunachal Pradesh,2019,2,lower siang ,1457,7737
530,Arunachal Pradesh,2019,2,dibang valley ,241,258
531,Arunachal Pradesh,2019,2,west kameng ,9782,73944
532,Arunachal Pradesh,2019,2,shi yomi ,225,24
533,Arunachal Pradesh,2019,2,east kameng ,1075,4146
534,Arunachal Pradesh,2019,2,lohit ,5485,32550
535,Arunachal Pradesh,2019,2,lepa rada ,903,4196
536,Arunachal Pradesh,2019,2,lower dibang valley ,2842,12669
537,Arunachal Pradesh,2019,2,longding ,1420,13256
538,Arunachal Pradesh,2019,2,west siang ,3393,15972
539,Arunachal Pradesh,2019,2,kamle ,212,972
540,Arunachal Pradesh,2019,2,upper siang ,1372,2710
541,Arunachal Pradesh,2019,2,kurung kumey ,481,2171
542,Arunachal Pradesh,2019,2,siang ,831,3209
543,Arunachal Pradesh,2019,2,kra daadi ,440,2639
544,Arunachal Pradesh,2019,2,changlang ,6884,37725
545,Arunachal Pradesh,2019,2,pakke kessang ,211,1237
546,Arunachal Pradesh,2019,2,east siang ,7319,34596
547,Arunachal Pradesh,2019,2,upper subansiri ,2355,9043
548,Arunachal Pradesh,2019,2,tawang ,5908,32103
549,Arunachal Pradesh,2019,2,namsai ,3914,18627
550,Arunachal Pradesh,2019,3,lower subansiri ,2928,42877
551,Arunachal Pradesh,2019,3,tirap ,3099,49222
552,Arunachal Pradesh,2019,3,papum pare ,38845,582435
553,Arunachal Pradesh,2019,3,anjaw ,1358,19509
554,Arunachal Pradesh,2019,3,lower siang ,1689,25736
555,Arunachal Pradesh,2019,3,dibang valley ,271,1436
556,Arunachal Pradesh,2019,3,west kameng ,11186,260068
557,Arunachal Pradesh,2019,3,shi yomi ,239,158
558,Arunachal Pradesh,2019,3,east kameng ,1304,19974
559,Arunachal Pradesh,2019,3,lohit ,6421,112322
560,Arunachal Pradesh,2019,3,lepa rada ,1064,13695
561,Arunachal Pradesh,2019,3,lower dibang valley ,3398,43057
562,Arunachal Pradesh,2019,3,longding ,1634,46571
563,Arunachal Pradesh,2019,3,west siang ,4101,64241
564,Arunachal Pradesh,2019,3,kamle ,258,3686
565,Arunachal Pradesh,2019,3,upper siang ,1486,8960
566,Arunachal Pradesh,2019,3,kurung kumey ,572,8396
567,Arunachal Pradesh,2019,3,siang ,948,13437
568,Arunachal Pradesh,2019,3,kra daadi ,524,11363
569,Arunachal Pradesh,2019,3,changlang ,8145,139098
570,Arunachal Pradesh,2019,3,pakke kessang ,244,5099
571,Arunachal Pradesh,2019,3,east siang ,8571,118071
572,Arunachal Pradesh,2019,3,upper subansiri ,2748,35114
573,Arunachal Pradesh,2019,3,tawang ,6553,114907
574,Arunachal Pradesh,2019,3,namsai ,4563,72268
575,Arunachal Pradesh,2019,4,lower subansiri ,3564,53396
576,Arunachal Pradesh,2019,4,tirap ,3605,67097
577,Arunachal Pradesh,2019,4,papum pare ,44746,670934
578,Arunachal Pradesh,2019,4,anjaw ,1564,23729
579,Arunachal Pradesh,2019,4,lower siang ,1921,28156
580,Arunachal Pradesh,2019,4,dibang valley ,289,1738
581,Arunachal Pradesh,2019,4,west kameng ,12562,313584
582,Arunachal Pradesh,2019,4,shi yomi ,266,880
583,Arunachal Pradesh,2019,4,east kameng ,1623,27850
584,Arunachal Pradesh,2019,4,lohit ,7386,129353
585,Arunachal Pradesh,2019,4,lepa rada ,1263,20798
586,Arunachal Pradesh,2019,4,lower dibang valley ,3944,50034
587,Arunachal Pradesh,2019,4,longding ,1847,48945
588,Arunachal Pradesh,2019,4,west siang ,4773,70790
589,Arunachal Pradesh,2019,4,kamle ,323,5098
590,Arunachal Pradesh,2019,4,upper siang ,1804,26060
591,Arunachal Pradesh,2019,4,kurung kumey ,653,7904
592,Arunachal Pradesh,2019,4,siang ,1131,19220
593,Arunachal Pradesh,2019,4,kra daadi ,603,13700
594,Arunachal Pradesh,2019,4,changlang ,9662,152680
595,Arunachal Pradesh,2019,4,pakke kessang ,296,5981
596,Arunachal Pradesh,2019,4,east siang ,9859,132534
597,Arunachal Pradesh,2019,4,upper subansiri ,3144,42354
598,Arunachal Pradesh,2019,4,tawang ,7303,139898
599,Arunachal Pradesh,2019,4,namsai ,5190,87627
600,Arunachal Pradesh,2020,1,lower subansiri ,4351,72887
601,Arunachal Pradesh,2020,1,tirap ,4261,76554
602,Arunachal Pradesh,2020,1,papum pare ,51342,819599
603,Arunachal Pradesh,2020,1,anjaw ,1747,25453
604,Arunachal Pradesh,2020,1,lower siang ,2201,35216
605,Arunachal Pradesh,2020,1,dibang valley ,320,2195
606,Arunachal Pradesh,2020,1,west kameng ,13983,332479
607,Arunachal Pradesh,2020,1,shi yomi ,290,989
608,Arunachal Pradesh,2020,1,east kameng ,1962,37103
609,Arunachal Pradesh,2020,1,lohit ,8454,159158
610,Arunachal Pradesh,2020,1,lepa rada ,1532,28280
611,Arunachal Pradesh,2020,1,lower dibang valley ,4650,71091
612,Arunachal Pradesh,2020,1,longding ,2201,58817
613,Arunachal Pradesh,2020,1,west siang ,5757,97255
614,Arunachal Pradesh,2020,1,kamle ,373,7135
615,Arunachal Pradesh,2020,1,upper siang ,2143,37600
616,Arunachal Pradesh,2020,1,kurung kumey ,725,11471
617,Arunachal Pradesh,2020,1,siang ,1390,24530
618,Arunachal Pradesh,2020,1,kra daadi ,701,16770
619,Arunachal Pradesh,2020,1,changlang ,11262,201632
620,Arunachal Pradesh,2020,1,pakke kessang ,371,9758
621,Arunachal Pradesh,2020,1,east siang ,11298,167166
622,Arunachal Pradesh,2020,1,upper subansiri ,3675,56522
623,Arunachal Pradesh,2020,1,tawang ,8048,138728
624,Arunachal Pradesh,2020,1,namsai ,6029,109933
625,Arunachal Pradesh,2020,2,lower subansiri ,5392,108893
626,Arunachal Pradesh,2020,2,tirap ,5239,114770
627,Arunachal Pradesh,2020,2,papum pare ,59968,932769
628,Arunachal Pradesh,2020,2,anjaw ,1961,34903
629,Arunachal Pradesh,2020,2,lower siang ,2644,48738
630,Arunachal Pradesh,2020,2,dibang valley ,367,4076
631,Arunachal Pradesh,2020,2,west kameng ,15766,394250
632,Arunachal Pradesh,2020,2,shi yomi ,320,1597
633,Arunachal Pradesh,2020,2,east kameng ,2506,53112
634,Arunachal Pradesh,2020,2,lohit ,10154,219948
635,Arunachal Pradesh,2020,2,lepa rada ,1890,38098
636,Arunachal Pradesh,2020,2,lower dibang valley ,5782,110670
637,Arunachal Pradesh,2020,2,longding ,2751,86086
638,Arunachal Pradesh,2020,2,west siang ,7239,147515
639,Arunachal Pradesh,2020,2,kamle ,509,11566
640,Arunachal Pradesh,2020,2,upper siang ,2552,54123
641,Arunachal Pradesh,2020,2,kurung kumey ,834,16738
642,Arunachal Pradesh,2020,2,siang ,1831,40101
643,Arunachal Pradesh,2020,2,kra daadi ,870,25480
644,Arunachal Pradesh,2020,2,changlang ,14036,293705
645,Arunachal Pradesh,2020,2,pakke kessang ,438,13500
646,Arunachal Pradesh,2020,2,east siang ,13601,235755
647,Arunachal Pradesh,2020,2,upper subansiri ,4465,80310
648,Arunachal Pradesh,2020,2,tawang ,8993,170812
649,Arunachal Pradesh,2020,2,namsai ,7426,149491
650,Arunachal Pradesh,2020,3,lower subansiri ,6456,117359
651,Arunachal Pradesh,2020,3,tirap ,6119,125437
652,Arunachal Pradesh,2020,3,papum pare ,69419,1157730
653,Arunachal Pradesh,2020,3,anjaw ,2226,42320
654,Arunachal Pradesh,2020,3,lower siang ,2983,51520
655,Arunachal Pradesh,2020,3,dibang valley ,411,4634
656,Arunachal Pradesh,2020,3,west kameng ,17636,461190
657,Arunachal Pradesh,2020,3,shi yomi ,337,2788
658,Arunachal Pradesh,2020,3,east kameng ,3169,63062
659,Arunachal Pradesh,2020,3,lohit ,11755,264444
660,Arunachal Pradesh,2020,3,lepa rada ,2304,47233
661,Arunachal Pradesh,2020,3,lower dibang valley ,6799,117752
662,Arunachal Pradesh,2020,3,longding ,3277,91330
663,Arunachal Pradesh,2020,3,west siang ,8623,158496
664,Arunachal Pradesh,2020,3,kamle ,639,12196
665,Arunachal Pradesh,2020,3,upper siang ,3011,59246
666,Arunachal Pradesh,2020,3,kurung kumey ,1025,18583
667,Arunachal Pradesh,2020,3,siang ,2225,42723
668,Arunachal Pradesh,2020,3,kra daadi ,1026,29126
669,Arunachal Pradesh,2020,3,changlang ,16385,326045
670,Arunachal Pradesh,2020,3,pakke kessang ,508,11721
671,Arunachal Pradesh,2020,3,east siang ,15921,302165
672,Arunachal Pradesh,2020,3,upper subansiri ,5295,106598
673,Arunachal Pradesh,2020,3,tawang ,9944,224583
674,Arunachal Pradesh,2020,3,namsai ,8553,165140
675,Arunachal Pradesh,2020,4,lower subansiri ,7388,124398
676,Arunachal Pradesh,2020,4,tirap ,6805,134124
677,Arunachal Pradesh,2020,4,papum pare ,77936,1397025
678,Arunachal Pradesh,2020,4,anjaw ,2485,61121
679,Arunachal Pradesh,2020,4,lower siang ,3320,54476
680,Arunachal Pradesh,2020,4,dibang valley ,444,7677
681,Arunachal Pradesh,2020,4,west kameng ,19464,455337
682,Arunachal Pradesh,2020,4,shi yomi ,370,5847
683,Arunachal Pradesh,2020,4,east kameng ,3638,62876
684,Arunachal Pradesh,2020,4,lohit ,13126,285992
685,Arunachal Pradesh,2020,4,lepa rada ,2735,57036
686,Arunachal Pradesh,2020,4,lower dibang valley ,7693,132469
687,Arunachal Pradesh,2020,4,longding ,3753,87881
688,Arunachal Pradesh,2020,4,west siang ,9911,180696
689,Arunachal Pradesh,2020,4,kamle ,745,14866
690,Arunachal Pradesh,2020,4,upper siang ,3497,80140
691,Arunachal Pradesh,2020,4,kurung kumey ,1173,21168
692,Arunachal Pradesh,2020,4,siang ,2635,48090
693,Arunachal Pradesh,2020,4,kra daadi ,1141,27924
694,Arunachal Pradesh,2020,4,changlang ,18203,320708
695,Arunachal Pradesh,2020,4,pakke kessang ,593,11458
696,Arunachal Pradesh,2020,4,east siang ,17822,349321
697,Arunachal Pradesh,2020,4,upper subansiri ,6069,125505
698,Arunachal Pradesh,2020,4,tawang ,10909,249095
699,Arunachal Pradesh,2020,4,namsai ,9437,177437
700,Arunachal Pradesh,2021,1,lower subansiri ,8044,136547
701,Arunachal Pradesh,2021,1,tirap ,7376,136247
702,Arunachal Pradesh,2021,1,papum pare ,84715,1553363
703,Arunachal Pradesh,2021,1,anjaw ,2660,55283
704,Arunachal Pradesh,2021,1,lower siang ,3594,61226
705,Arunachal Pradesh,2021,1,dibang valley ,478,9538
706,Arunachal Pradesh,2021,1,west kameng ,21027,483047
707,Arunachal Pradesh,2021,1,shi yomi ,390,7228
708,Arunachal Pradesh,2021,1,east kameng ,3990,69455
709,Arunachal Pradesh,2021,1,lohit ,14231,295880
710,Arunachal Pradesh,2021,1,lepa rada ,3008,68424
711,Arunachal Pradesh,2021,1,lower dibang valley ,8402,145425
712,Arunachal Pradesh,2021,1,longding ,4117,92482
713,Arunachal Pradesh,2021,1,west siang ,10836,191242
714,Arunachal Pradesh,2021,1,kamle ,814,16142
715,Arunachal Pradesh,2021,1,upper siang ,3847,87503
716,Arunachal Pradesh,2021,1,kurung kumey ,1287,25911
717,Arunachal Pradesh,2021,1,siang ,2878,56271
718,Arunachal Pradesh,2021,1,kra daadi ,1244,30137
719,Arunachal Pradesh,2021,1,changlang ,19716,344148
720,Arunachal Pradesh,2021,1,pakke kessang ,647,14995
721,Arunachal Pradesh,2021,1,east siang ,19342,363085
722,Arunachal Pradesh,2021,1,upper subansiri ,6577,122422
723,Arunachal Pradesh,2021,1,tawang ,11778,230123
724,Arunachal Pradesh,2021,1,namsai ,10242,200584
725,Arunachal Pradesh,2021,2,lower subansiri ,8685,444426
726,Arunachal Pradesh,2021,2,tirap ,7955,547430
727,Arunachal Pradesh,2021,2,papum pare ,90871,1786163
728,Arunachal Pradesh,2021,2,anjaw ,2866,174807
729,Arunachal Pradesh,2021,2,lower siang ,3872,246789
730,Arunachal Pradesh,2021,2,dibang valley ,516,77457
731,Arunachal Pradesh,2021,2,west kameng ,22625,1490269
732,Arunachal Pradesh,2021,2,shi yomi ,430,99619
733,Arunachal Pradesh,2021,2,east kameng ,4314,221705
734,Arunachal Pradesh,2021,2,lohit ,15360,1008718
735,Arunachal Pradesh,2021,2,lepa rada ,3249,228236
736,Arunachal Pradesh,2021,2,lower dibang valley ,9094,434361
737,Arunachal Pradesh,2021,2,longding ,4456,495881
738,Arunachal Pradesh,2021,2,west siang ,11657,467127
739,Arunachal Pradesh,2021,2,kamle ,883,164726
740,Arunachal Pradesh,2021,2,upper siang ,4145,428792
741,Arunachal Pradesh,2021,2,kurung kumey ,1398,201782
742,Arunachal Pradesh,2021,2,siang ,3116,410979
743,Arunachal Pradesh,2021,2,kra daadi ,1353,150762
744,Arunachal Pradesh,2021,2,changlang ,21404,1212334
745,Arunachal Pradesh,2021,2,pakke kessang ,702,156638
746,Arunachal Pradesh,2021,2,east siang ,20817,855042
747,Arunachal Pradesh,2021,2,upper subansiri ,7057,293916
748,Arunachal Pradesh,2021,2,tawang ,12636,830993
749,Arunachal Pradesh,2021,2,namsai ,11111,596897
750,Arunachal Pradesh,2021,3,lower subansiri ,9451,558377
751,Arunachal Pradesh,2021,3,tirap ,8665,578706
752,Arunachal Pradesh,2021,3,papum pare ,97854,2308276
753,Arunachal Pradesh,2021,3,anjaw ,3099,267726
754,Arunachal Pradesh,2021,3,lower siang ,4229,347190
755,Arunachal Pradesh,2021,3,dibang valley ,571,113574
756,Arunachal Pradesh,2021,3,west kameng ,24489,2155265
757,Arunachal Pradesh,2021,3,shi yomi ,473,181457
758,Arunachal Pradesh,2021,3,east kameng ,4671,265900
759,Arunachal Pradesh,2021,3,lohit ,16680,1408514
760,Arunachal Pradesh,2021,3,lepa rada ,3527,264771
761,Arunachal Pradesh,2021,3,lower dibang valley ,9920,581463
762,Arunachal Pradesh,2021,3,longding ,4890,594284
763,Arunachal Pradesh,2021,3,west siang ,12616,544772
764,Arunachal Pradesh,2021,3,kamle ,974,203013
765,Arunachal Pradesh,2021,3,upper siang ,4506,556857
766,Arunachal Pradesh,2021,3,kurung kumey ,1509,292922
767,Arunachal Pradesh,2021,3,siang ,3396,433332
768,Arunachal Pradesh,2021,3,kra daadi ,1475,179974
769,Arunachal Pradesh,2021,3,changlang ,23328,1668215
770,Arunachal Pradesh,2021,3,pakke kessang ,770,213423
771,Arunachal Pradesh,2021,3,east siang ,22538,1086775
772,Arunachal Pradesh,2021,3,upper subansiri ,7652,375423
773,Arunachal Pradesh,2021,3,tawang ,13650,1355010
774,Arunachal Pradesh,2021,3,namsai ,12140,674435
775,Arunachal Pradesh,2021,4,lower subansiri ,10187,348485
776,Arunachal Pradesh,2021,4,tirap ,9331,311867
777,Arunachal Pradesh,2021,4,papum pare ,104806,3554385
778,Arunachal Pradesh,2021,4,anjaw ,3342,125753
779,Arunachal Pradesh,2021,4,lower siang ,4550,156209
780,Arunachal Pradesh,2021,4,dibang valley ,621,18166
781,Arunachal Pradesh,2021,4,west kameng ,26237,1160379
782,Arunachal Pradesh,2021,4,shi yomi ,498,15201
783,Arunachal Pradesh,2021,4,east kameng ,5027,153109
784,Arunachal Pradesh,2021,4,lohit ,17980,728676
785,Arunachal Pradesh,2021,4,lepa rada ,3810,168938
786,Arunachal Pradesh,2021,4,lower dibang valley ,10679,341060
787,Arunachal Pradesh,2021,4,longding ,5345,215529
788,Arunachal Pradesh,2021,4,west siang ,13555,389171
789,Arunachal Pradesh,2021,4,kamle ,1069,48042
790,Arunachal Pradesh,2021,4,upper siang ,4850,208167
791,Arunachal Pradesh,2021,4,kurung kumey ,1633,54213
792,Arunachal Pradesh,2021,4,siang ,3675,121770
793,Arunachal Pradesh,2021,4,kra daadi ,1593,63448
794,Arunachal Pradesh,2021,4,changlang ,25155,829350
795,Arunachal Pradesh,2021,4,pakke kessang ,835,35976
796,Arunachal Pradesh,2021,4,east siang ,24208,897713
797,Arunachal Pradesh,2021,4,upper subansiri ,8201,240330
798,Arunachal Pradesh,2021,4,tawang ,14665,506240
799,Arunachal Pradesh,2021,4,namsai ,13092,538118
800,Arunachal Pradesh,2022,1,lower subansiri ,10854,1566925
801,Arunachal Pradesh,2022,1,tirap ,9972,1634844
802,Arunachal Pradesh,2022,1,papum pare ,111271,3209286
803,Arunachal Pradesh,2022,1,anjaw ,3560,640611
804,Arunachal Pradesh,2022,1,lower siang ,4882,1085994
805,Arunachal Pradesh,2022,1,dibang valley ,656,267633
806,Arunachal Pradesh,2022,1,west kameng ,27860,4098935
807,Arunachal Pradesh,2022,1,shi yomi ,540,230973
808,Arunachal Pradesh,2022,1,east kameng ,5355,703590
809,Arunachal Pradesh,2022,1,lohit ,19214,3212352
810,Arunachal Pradesh,2022,1,lepa rada ,4049,1182371
811,Arunachal Pradesh,2022,1,lower dibang valley ,11401,1918566
812,Arunachal Pradesh,2022,1,longding ,5700,1728795
813,Arunachal Pradesh,2022,1,west siang ,14420,1420049
814,Arunachal Pradesh,2022,1,kamle ,1144,758412
815,Arunachal Pradesh,2022,1,upper siang ,5146,2047229
816,Arunachal Pradesh,2022,1,kurung kumey ,1744,845626
817,Arunachal Pradesh,2022,1,siang ,3942,1227784
818,Arunachal Pradesh,2022,1,kra daadi ,1701,720274
819,Arunachal Pradesh,2022,1,changlang ,26904,4323291
820,Arunachal Pradesh,2022,1,pakke kessang ,887,770322
821,Arunachal Pradesh,2022,1,east siang ,25763,3444101
822,Arunachal Pradesh,2022,1,upper subansiri ,8731,921019
823,Arunachal Pradesh,2022,1,tawang ,15589,1922991
824,Arunachal Pradesh,2022,1,namsai ,14054,1536586
825,Arunachal Pradesh,2022,2,lower subansiri ,11479,1637036
826,Arunachal Pradesh,2022,2,tirap ,10538,2173316
827,Arunachal Pradesh,2022,2,papum pare ,117568,3870115
828,Arunachal Pradesh,2022,2,anjaw ,3769,942878
829,Arunachal Pradesh,2022,2,lower siang ,5161,1296404
830,Arunachal Pradesh,2022,2,dibang valley ,701,212502
831,Arunachal Pradesh,2022,2,west kameng ,29424,5493311
832,Arunachal Pradesh,2022,2,shi yomi ,575,197796
833,Arunachal Pradesh,2022,2,east kameng ,5680,791335
834,Arunachal Pradesh,2022,2,lohit ,20325,3608724
835,Arunachal Pradesh,2022,2,lepa rada ,4265,1110684
836,Arunachal Pradesh,2022,2,lower dibang valley ,12040,2045531
837,Arunachal Pradesh,2022,2,longding ,6034,1821245
838,Arunachal Pradesh,2022,2,west siang ,15231,1555876
839,Arunachal Pradesh,2022,2,kamle ,1210,1066185
840,Arunachal Pradesh,2022,2,upper siang ,5440,2396815
841,Arunachal Pradesh,2022,2,kurung kumey ,1854,734369
842,Arunachal Pradesh,2022,2,siang ,4160,1500428
843,Arunachal Pradesh,2022,2,kra daadi ,1797,724575
844,Arunachal Pradesh,2022,2,changlang ,28495,5476741
845,Arunachal Pradesh,2022,2,pakke kessang ,945,590302
846,Arunachal Pradesh,2022,2,east siang ,27240,3704889
847,Arunachal Pradesh,2022,2,upper subansiri ,9235,1261876
848,Arunachal Pradesh,2022,2,tawang ,16475,3393271
